"X1","Area","Length","Width","Area","Length","Width","Area","Length","Width"
"BLOCK2G78",23.9207,11.8589,2.8333,23.713,11.7885,2.8575,8.74329045555556,0.118732322222222,0.0580033444444445
"BLOCK2G79",24.0618,11.703,2.9778,24.2255,11.8945,3.0065,20.9166119555555,0.992206666666667,0.106619288888889
"BLOCK2G8",24.7664,11.2598,3.045,24.939,11.303,3.122,23.1302969333333,0.892950177777778,0.116817555555556
"BLOCK2G81",26.922,12.9561,3.0435,26.995,13.078,3.074,28.5240533333333,0.526024100000001,0.170953388888889
"BLOCK2G82",22.4879,10.8059,2.9028,23.031,10.7835,3.0355,13.5998034333333,0.188145877777778,0.178401511111111
"BLOCK2G85",25.0881,11.9167,3.0365,25.5925,11.9145,3.05,12.1181027666667,0.258214677777778,0.0783918333333333
"BLOCK2G86",18.1837,9.9252,2.5235,18.2645,9.882,2.551,8.05006401111111,0.393861288888889,0.0572876111111111
"BLOCK2G87",26.5681,12.4249,3.0577,26.408,12.2915,3.013,30.8943829888889,0.5200901,0.256042455555556
"BLOCK2G88",21.6382,10.7666,2.9011,20.7775,10.5165,2.8725,14.9018015111111,0.532588488888889,0.133372544444444
"BLOCK2G89",22.8095,11.4097,2.8952,23.4465,11.45,3.0135,11.0840980555556,0.180942011111111,0.0950584
"BLOCK2G9",22.2651,11.1562,2.8894,23.1585,11.045,3.004,21.7814756555556,0.953951066666667,0.182061155555556
"BLOCK2G90",21.7479,10.8188,2.8268,23.019,10.938,2.984,17.4633209888889,0.385732177777778,0.163119733333333
"BLOCK2G91",26.7921,11.5199,3.2773,26.241,11.391,3.203,15.9207605444444,0.345977655555556,0.125169122222222
"BLOCK2G92",21.5299,10.4961,2.8642,22.1,10.426,2.925,12.1354278777778,0.303031655555556,0.135784622222222
"BLOCK2G95",24.4176,11.9501,2.9418,24.817,11.869,3.003,20.3149044888889,0.517814766666666,0.1418864
"BLOCK2G97",27.068,12.6492,3.0303,26.069,12.6235,2.9405,22.5906737777778,0.531639511111111,0.144549566666667
"BLOCK2G98",23.0719,10.5453,3.0464,23.21,10.611,3.07,12.0677856555556,0.192660677777778,0.106182933333333
"BLOCK2G99",22.267,11.4721,2.7636,22.8935,11.6655,2.798,13.7235462222222,0.505035655555555,0.0905011555555556
"BLOCK2ZAVITAN",21.8137,10.5158,2.8927,22.277,10.6055,2.9445,21.5157324555556,0.839066177777778,0.167190011111111
"BLOCK3G1",24.4879,12.1383,2.8406,25.621,12.174,2.948,26.4953023222222,0.379128233333333,0.198197377777778
"BLOCK3G10",21.3671,10.3687,2.9629,21.783,10.2865,3,14.1033552111111,0.466050011111111,0.107579877777778
"BLOCK3G100",26.3829,12.5335,2.9491,26.732,12.445,3.0535,16.0857381,0.222713166666667,0.141287433333333
"BLOCK3G102",23.7699,10.7752,3.0361,24.4415,10.6705,3.1485,11.0752038777778,0.242529511111111,0.131656544444444
"BLOCK3G103",22.2673636363636,10.9057272727273,2.87036363636364,21.971,10.677,2.999,65.6419964545455,1.36992841818182,0.733211654545455
"BLOCK3G103N2",22.3142,10.7621,2.9675,22.035,10.4175,2.988,20.0389221777778,0.661646988888889,0.212280277777778
