sample,dgg,block,germination_date,coleptile_colour,erect_1_5,pigment_1_3,anthesis_date,main_length,main_flag_leaf_width,main_number_of_spikes,number_of_tillers,spike_angle_1_3,weight_10_seeds,seed_area,seed_length,seed_width
1988A12,G37,3,345,1,1,2,482,72.5,-0.5108256237659907,15,4,1,0.3726,23.2978,11.6318,2.9169
1988A14,G38,3,345,1,2,2,480,89,0,14,3,3,0.519,24.7125,11.6768,2.9988
1988A19,G39,3,344,1,1,1,476,61,-0.2231435513142097,14,5,2,0.3907,23.9751,11.7448,2.9613
1984A14,G4,3,345,1,1,2,486,70,0,14,4,1,0.4043,25.1271,11.2852,3.2201
1988A21,G41,3,346,1,1,2,481,78.5,-0.10536051565782628,12,4,3,0.4329,26.148,11.8489,3.1334
1988A25,G42,3,345,0,2,2,482,63,-0.35667494393873245,13,6,3,0.3835,22.2462,11.0282,2.8734
2018B92,G43,3,347,0,4,3,478,81,0,12,4,2,0.47,NA,NA,NA
1988A32,G44,3,345,1,1,2,477,79,-0.2231435513142097,12,7,3,0.3917,21.6746666666667,10.9758888888889,2.89788888888889
2014D198,G45,3,344,0,5,2,476,81,0.4054651081081644,15,4,1,0.4043,18.38,9.93554545454545,2.618
1996A81,G46,3,349,1,2,2,482,73.5,-0.5108256237659907,12,4,3,0.4504,24.7293,12.0018,2.9515
1988A48,G48,3,345,1,1,2,482,77,-0.10536051565782628,15,3,1,0.4374,22.9591,11.0221,2.9911
1988A49,G49,3,346,0,2,2,484,91,-0.10536051565782628,14,4,3,0.4386,22.8609,11.6597,2.7917
1988A52,G50,3,346,1,1,2,485,71.5,-0.10536051565782628,13,4,1,0.4247,24.842,11.3137,3.1303
1988A57,G51,3,345,1,3,2,482,73.5,-0.10536051565782628,13,4,3,0.4197,22.6825,10.7809,2.9277
2002A63,G52,3,345,0,4,1,474,105.5,0.3364722366212129,14,4,3,0.5721,25.4531,11.1049,3.2349
1988A74,G53,3,345,1,2,2,480,77,0,11,4,1,0.4355,24.6806,11.5069,2.9603
1988A76,G54,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988B101,G56,3,345,0,3,2,468,100,0,14,4,3,0.5507,25.3008,10.9062,3.2676
1988B102,G57,3,349,0,3,2,488,78,-0.10536051565782628,12,3,3,0.4702,25.3006,11.2517,3.209
1988B106,G58,3,345,1,1,2,478,72,-0.35667494393873245,14,5,3,0.4153,24.4234,11.7674,2.9011
1984A22,G6,3,345,1,2,2,476,80.5,0,15,4,3,0.3368,21.8544,10.9392,2.8194
1988B111,G60,3,345,1,2,2,486,50.5,-0.10536051565782628,12,5,3,0.4421,23.3355,11.1317,2.968
1988B113,G61,3,345,1,2,2,481,76.5,-0.35667494393873245,14,5,3,0.4163,23.9855555555556,10.6873333333333,3.17188888888889
1988B114,G62,3,346,1,2,2,486,80,-0.10536051565782628,13,4,1,0.4617,25.1189,11.3053,3.1082
1988B120,G63,3,347,1,2,2,489,68,0,13,5,1,0.423,24.3741,11.3821,3.0747
2014B132,G64,3,345,1,2,3,486,86,-0.5108256237659907,13,5,1,0.462,26.4081,11.9934,3.1246
2014A31,G65,3,358,1,3,2,487,77,-0.6931471805599453,13,3,3,0.3972,22.9349,11.0956,2.9192
1996D196,G66,3,344,1,3,2,481,80.5,0,13,4,2,0.4863,25.4015,12.6088,2.9187
2014D215,G67,3,344,1,2,3,482,84.5,-0.2231435513142097,12,5,2,0.4599,24.3395,11.645,2.964
1988D219,G68,3,344,1,2,2,481,88.5,0.09531017980432493,15,4,1,0.4449,23.5443,11.1401,2.996
1996D220,G69,3,345,1,4,3,475,95,-0.10536051565782628,16,3,3,0.4484,24.4188,11.7621,2.8917
1984A24,G7,3,347,1,2,2,482,54.5,-0.6931471805599453,13,3,1,0.4101,22.7226,10.9372,2.8955
1988D227,G70,3,344,1,2,2,482,79.5,-0.2231435513142097,12,4,3,0.4099,20.5043636363636,11.0169090909091,2.68772727272727
1992A31,G71,3,NA,NA,2,2,484,69,-0.5108256237659907,13,4,2,0.3986,22.6904,10.9583,2.9229
1992A41,G72,3,344,1,2,2,484,73,-0.10536051565782628,16,3,2,0.4369,23.7553,11.4926,2.8848
2002B108,G75,3,345,1,2,2,480,89,-0.5108256237659907,14,4,3,0.3669,25.1823,11.5007,3.0384
1992B112,G77,3,344,1,1,2,479,74,0,12,5,3,0.4053,22.5728,10.6853,2.9417
1996B131,G78,3,345,1,2,3,481,84,-0.10536051565782628,12,3,3,0.4192,25.2926,11.9848,3.0283
1996B132,G79,3,344,1,3,3,474,69,0,12,4,3,0.4693,26.3809,12.2074,3.119
2016A25,G8,3,347,1,2,2,486,68.5,-0.10536051565782628,14,3,1,0.4044,23.9089,10.9328,3.052
1992D196,G80,3,346,1,2,2,480,97,0,14,3,2,0.4848,NA,NA,NA
1996A41,G81,3,345,1,1,2,484,71.5,-0.35667494393873245,13,4,1,0.4093,26.1061,12.2998,3.0741
1996B121,G84,3,346,1,4,2,482,99,-0.10536051565782628,15,4,1,0.4272,NA,NA,NA
1996B128,G85,3,345,1,1,2,482,85,-0.2231435513142097,14,7,2,0.357,24.506,11.653,2.9235
1996B134,G86,3,NA,NA,NA,NA,483,85.5,-0.35667494393873245,14,3,2,0.4417,21.7394,10.8062,2.8262
1996D219,G88,3,345,1,3,3,476,78,-0.10536051565782628,15,4,1,0.4644,24.9464,11.1654,3.1632
1984A31,G9,3,344,1,3,2,478,67,0,14,6,3,0.3622,21.3761,10.7568,2.8399
1996D223,G89,3,345,1,1,2,478,54.5,-0.10536051565782628,14,6,2,0.34,24.6263,11.5809,3.0755
2002A14,G90,3,345,1,1,2,487,70,0.09531017980432493,15,4,1,0.4381,20.3485,10.6485,2.713
2002B133,G93,3,345,1,3,3,479,81.5,0.09531017980432493,12,4,2,0.4462,NA,NA,NA
2002D196,G95,3,345,1,2,2,483,84.5,-0.2231435513142097,11,4,1,0.4583,24.8964,11.6826,3.0419
2002D220,G96,3,345,1,2,3,482,75.5,-0.10536051565782628,12,3,2,0.4113,NA,NA,NA
2002D225,G97,3,344,1,1,3,474,73.5,0,13,4,3,0.4376,26.4381,12.2427,3.0805
2002A10,G1,4,345,1,1,2,483,108,-0.35667494393873245,14,5,3,0.4286,25.3041,12.2152,2.8953
1992A35,G10,4,344,0,2,2,480,103,0.26236426446749106,16,6,3,0.3939,21.4969,10.2894,2.9661
2014A35,G98,4,346,1,1,2,482,70.5,-0.10536051565782628,13,4,2,0.4672,22.5893,10.4578,2.9758
2014A57,G100,4,346,1,4,2,484,79.5,-0.10536051565782628,14,4,1,0.4404,26.5336,12.1974,3.0249
2014D194,G87,4,NA,NA,2,1,473,92,0,12,5,3,0.5056,25.5927,12.186,3.0559
2018D220,G101,4,345,1,2,2,478,79.5,-0.35667494393873245,16,4,3,0.4212,NA,NA,NA
2018A35,G102,4,376,1,3,2,NA,NA,NA,NA,NA,NA,NA,22.9843,10.8156,2.8764
2016A41,G103,4,345,1,1,2,484,69.5,-0.2231435513142097,13,4,3,0.4369,24.4616,11.4755,3.0623
2018A51,G104,4,NA,NA,2,2,481,89,-0.6931471805599453,13,4,2,0.4149,24.7656,12.0777,2.9076
2016B124,G106,4,345,1,3,2,481,84.5,-0.35667494393873245,14,4,1,0.429,23.8058,11.2358,3
1992A77,G11,4,355,NA,2,1,484,77,-0.10536051565782628,14,3,3,0.4514,25.0565,11.7575,3.0083
2018C151,G107,4,NA,NA,3,1,478,89,0.1823215567939546,15,5,3,0.4706,26.0384,11.6867,3.1164
2016D212,G108,4,NA,NA,2,1,482,88.5,-0.35667494393873245,15,4,1,0.4246,NA,NA,NA
2016D217,G109,4,352,0,1,2,487,67.5,-0.2231435513142097,12,6,3,0.3462,25.1506,11.4613,3.065
2018B116,G110,4,345,1,2,2,484,78,0,16,4,3,0.435,23.8276,10.6399,3.1865
2018B142,G111,4,NA,NA,2,2,485,82.5,-0.35667494393873245,16,5,3,0.4416,23.9082,11.4095,2.9934
1984A41,G12,4,NA,NA,2,1,485,63.5,-0.10536051565782628,13,3,2,0.4837,24.4267,11.7084,2.9234
2002A47,G13,4,345,1,4,3,482,85.5,0.1823215567939546,12,4,3,0.4358,24.9975,11.7014,3.0385
1992A54,G14,4,344,0,3,2,487,70,-0.2231435513142097,13,3,3,0.3826,22.5547,11.451,2.8238
1984A56,G15,4,345,0,2,2,479,88.5,0.09531017980432493,12,4,2,0.4379,24.5378,11.6665,2.9725
2002A59,G16,4,345,0,5,2,473,105,0.4054651081081644,12,4,2,0.6325,27.782,11.7737,3.3723
1988A41,G17,4,346,1,1,2,485,75.5,-0.2231435513142097,16,4,3,0.3902,22.6973,11.0376,2.8912
1984A9,G18,4,346,1,2,2,484,66,0,11,4,3,0.4875,23.9647272727273,11.2681818181818,3.01709090909091
2014B131,G19,4,345,1,2,3,486,73,-0.2231435513142097,13,5,2,0.4378,22.9993,11.2096,2.9265
1984A12,G2,4,NA,NA,3,2,486,87,0,14,5,2,0.4437,24.3519,10.724,3.1949
1988B133,G20,4,354,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984B113,G22,4,349,0,3,2,478,81.5,-0.10536051565782628,15,5,3,0.4099,24.8515,12.205,2.9119
1984B116,G23,4,345,0,1,2,486,67,0,13,5,1,0.3945,25.0943,11.5634,3.133
2002D221,G25,4,NA,NA,1,2,479,79,-0.5108256237659907,17,4,1,0.4132,22.6493,11.5034,2.881
1984B142,G27,4,345,1,2,2,486,89,-0.5108256237659907,16,7,3,0.4042,24.7832,12.3566,2.8502
1984C156,G28,4,346,0,1,2,481,81,-0.10536051565782628,13,4,1,0.5092,26.2963,11.2243,3.3895
1984C159,G29,4,345,1,2,2,479,83.5,0,17,3,1,0.4031,21.9512,11.1135,2.8234
1984A29,G3,4,NA,1,3,2,482,65,-0.35667494393873245,16,4,3,0.3944,22.9294,10.5929,3.0335
2002C168,G30,4,344,0,5,2,471,102,0.1823215567939546,16,4,3,0.5487,25.0295,11.1159,3.2145
1984C173,G31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984D215,G32,4,345,0,1,3,488,68,0,15,5,3,0.3815,23.0952,11.4328,2.9055
1984D220,G33,4,345,1,1,2,479,82,-0.2231435513142097,14,4,3,0.4873,23.7049090909091,11.8141818181818,2.88590909090909
1984D227,G34,4,344,1,2,3,478,90,-0.10536051565782628,14,3,3,0.4457,25.2741,11.8903,3.0565
1988A11,G36,4,NA,NA,3,2,485,74,0,14,4,2,0.4192,25.6241,12.265,3.0859
1988A12,G37,4,345,1,2,2,487,68,-0.35667494393873245,18,5,2,0.3447,22.7014,11.5332,2.9041
1988A14,G38,4,345,1,2,2,483,85,-0.2231435513142097,14,3,1,0.5257,23.4135,11.9029,2.8164
1988A19,G39,4,345,0,1,2,480,71,-0.10536051565782628,16,5,3,0.4071,23.2809,11.4152,2.9751
1984A14,G4,4,353,1,1,2,490,68,-0.10536051565782628,12,3,2,0.4633,26.1305,11.6451,3.184
1988A21,G41,4,NA,0,1,2,478,88,-0.10536051565782628,13,4,3,0.4493,26.5904,11.7612,3.1462
1988A25,G42,4,NA,NA,1,2,483,59,-0.2231435513142097,13,5,3,0.4295,23.5316,10.9322,2.9773
2018B92,G43,4,348,1,4,2,478,78,0.1823215567939546,13,4,3,0.4268,23.8386,10.9875,3.0929
1988A32,G44,4,345,1,2,2,480,80,-0.35667494393873245,13,7,3,0.4188,22.3161,11.0431,2.9052
2014D198,G45,4,346,0,5,2,474,100.5,0.47000362924573563,16,3,3,0.5776,27.1048,11.1224,3.4057
1996A81,G46,4,345,1,1,2,482,76,-0.2231435513142097,12,5,1,0.4088,23.2584,11.3478,2.9259
1988A48,G48,4,NA,NA,2,1,483,82.5,-0.2231435513142097,15,4,1,0.4491,21.8930909090909,11.2981818181818,2.79136363636364
1988A49,G49,4,NA,NA,2,3,486,91,-0.10536051565782628,14,4,3,0.4892,25.4493,12.1028,2.9956
1988A52,G50,4,345,1,1,2,486,72.5,0,13,3,3,0.4409,26.7683,11.9309,3.2191
1988A57,G51,4,346,1,3,2,480,89,0,15,4,2,0.4166,20.7690909090909,10.9014545454545,2.63463636363636
2002A63,G52,4,345,0,5,1,473,97,0.3364722366212129,15,4,3,0.5451,24.6813,10.866,3.2008
1988A74,G53,4,345,1,3,2,474,83,-0.2231435513142097,10,5,3,0.5516,26.0607,11.8853,3.0208
1988A76,G54,4,391,NA,3,2,497,44,-0.35667494393873245,11,5,1,0.3045,20.0676,11.0164,2.6428
1988B101,G56,4,351,0,5,1,472,96,0.1823215567939546,14,4,3,0.5488,25.6306,10.9656,3.2673
1988B102,G57,4,346,0,4,2,481,91,0.09531017980432493,17,5,3,0.4299,22.9908,10.8613,3.105
1988B106,G58,4,345,1,1,2,479,70,-0.2231435513142097,13,6,2,0.443,23.6787272727273,11.8455454545455,2.79809090909091
1984A22,G6,4,345,1,1,2,477,78.5,-0.10536051565782628,14,4,1,0.474,23.928,11.5376,2.9629
1988B111,G60,4,353,0,3,2,487,58,0,12,1,3,0.4589,22.6293,11.2654,2.8487
1988B113,G61,4,347,1,2,2,483,77.5,-0.35667494393873245,15,4,3,0.3438,20.5728,10.4516,2.8045
1988B114,G62,4,352,1,2,2,478,86.5,-0.10536051565782628,13,3,2,0.4464,23.1907,10.808,2.9844
1988B120,G63,4,345,1,1,2,485,73.5,0,14,5,2,0.3753,23.503,11.4274,2.926
2014B132,G64,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014A31,G65,4,344,1,NA,2,482,83,-0.5108256237659907,13,3,3,0.4405,24.3381,11.6127,2.9413
1996D196,G66,4,344,0,5,2,479,92,-0.2231435513142097,13,3,3,0.5358,27.5783,12.6962,3.1821
2014D215,G67,4,345,1,2,3,482,88,-0.2231435513142097,12,3,2,0.5294,26.3965,12.3189,3.054
1988D219,G68,4,345,1,3,2,487,81,0.09531017980432493,14,4,1,0.3826,21.5928,10.6091,2.8862
1996D220,G69,4,345,1,4,3,479,103,-0.2231435513142097,15,4,1,0.4406,24.3343,11.7035,2.9078
1984A24,G7,4,345,1,1,2,482,62,-0.5108256237659907,14,3,1,0.3997,21.9129,10.9368,2.8782
1988D227,G70,4,345,1,2,2,481,93,-0.5108256237659907,14,4,3,0.4808,24.5475,11.7182,2.9508
1992A31,G71,4,345,0,1,2,487,60,-0.35667494393873245,12,4,1,0.4133,24.3455,11.459,2.9842
1992A41,G72,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002B108,G75,4,NA,NA,1,2,479,91.5,-0.5108256237659907,15,5,3,0.4528,NA,NA,NA
1992B112,G77,4,NA,NA,1,2,479,74.5,-0.2231435513142097,14,5,3,0.3739,23.3831,11.0722,2.9309
1996B131,G78,4,346,1,2,2,477,87,0,13,5,3,0.4233,24.3052,11.487,2.9366
1996B132,G79,4,345,1,3,2,474,78,-0.10536051565782628,13,5,3,0.5434,28.418,12.4497,3.2678
2016A25,G8,4,345,1,2,2,488,80,-0.2231435513142097,14,4,1,0.4557,25.0984,11.0995,3.1269
1992D196,G80,4,345,0,2,2,481,88.6,-0.2231435513142097,13,3,3,0.4686,NA,NA,NA
1996A41,G81,4,345,0,1,1,484,73,-0.2231435513142097,12,4,3,0.4173,27.1944,12.7683,3.0361
1996B121,G84,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996B128,G85,4,346,1,1,2,483,80,-0.35667494393873245,14,4,1,0.3965,NA,NA,NA
1996B134,G86,4,345,0,1,2,482,70,-0.2231435513142097,12,4,2,0.4208,21.8163,10.814,2.7908
1996D219,G88,4,345,1,2,3,480,93,-0.2231435513142097,13,4,1,0.4855,25.3321,11.2619,3.2205
1984A31,G9,4,345,0,3,2,478,70,-0.10536051565782628,14,6,3,0.3546,21.2603,10.7473,2.8063
1996D223,G89,4,346,0,1,2,481,91,0,14,6,2,0.3165,25.2547,11.779,3.1425
2002A14,G90,4,NA,NA,2,1,488,66.5,-0.10536051565782628,13,4,3,0.4872,20.3736,10.6194,2.7036
2002B133,G93,4,NA,NA,3,3,477,84.5,0.09531017980432493,14,6,3,0.4332,NA,NA,NA
2002D196,G95,4,345,1,2,2,487,72,0,12,3,2,0.4692,24.087,11.6198,2.9403
2002D220,G96,4,345,1,1,3,489,70.5,0.09531017980432493,14,5,1,0.4244,NA,NA,NA
2002D225,G97,4,345,1,2,2,476,88.5,-0.10536051565782628,15,4,1,0.4851,24.0907272727273,12.1405454545455,2.85581818181818
2002A10,G1,5,346,1,2,3,486,81,-0.10536051565782628,13,5,1,0.3895,23.5027,12.0259,2.7705
1992A35,G10,5,345,0,3,2,481,110,0,14,4,3,0.4329,22.489,10.6444,3.0203
2014A35,G98,5,345,1,2,2,483,82.5,-0.2231435513142097,12,3,3,0.4861,22.1418,10.7788,2.8666
2014A57,G100,5,345,1,3,2,486,72,0,12,3,2,0.4035,24.9548,11.9872,2.8825
2014D194,G87,5,346,0,3,1,479,89,0,11,4,3,0.4124,28.2644,12.6962,3.1986
2018D220,G101,5,346,1,2,2,488,69,-0.35667494393873245,12,3,3,0.5031,NA,NA,NA
2018A35,G102,5,349,1,2,2,487,70.5,-0.10536051565782628,12,3,2,0.4488,23.2202,10.9442,2.9272
2016A41,G103,5,346,0,2,2,484,65.5,-0.5108256237659907,11,3,3,0.4135,22.8764,10.9592,2.9937
2018A51,G104,5,347,1,2,2,483,78,-0.10536051565782628,13,3,2,0.3929,28.1665,13.4399,3.0882
2016B124,G106,5,345,0,3,2,487,71,0,13,3,1,0.3943,23.2345,11.2302,2.9178
1992A77,G11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018C151,G107,5,346,0,4,2,482,80.5,0.3364722366212129,13,3,3,0.4223,24.971800000000002,11.6522,2.976
2016D212,G108,5,345,1,2,3,485,83.5,-0.35667494393873245,11,3,1,0.5122,NA,NA,NA
2016D217,G109,5,346,1,2,3,487,66,0,10,4,1,0.3878,23.8702,10.9291,3.0421
2018B116,G110,5,346,1,2,2,488,70.5,0.09531017980432493,16,3,3,0.444,21.5113,10.4293,2.8924
2018B142,G111,5,346,1,2,3,488,70,0.09531017980432493,13,3,2,0.4445,23.1871818181818,11.6251818181818,2.802
1984A41,G12,5,345,1,3,2,480,75,0.09531017980432493,13,3,2,0.4696,25.3831,11.6182,3.1428
2002A47,G13,5,345,1,2,3,481,71.5,-0.10536051565782628,11,3,3,0.4565,25.2973,11.948,2.9747
1992A54,G14,5,345,1,2,2,483,65,-0.10536051565782628,11,4,3,0.456,25.393,12.086,2.9527
1984A56,G15,5,345,1,1,2,488,67,-0.10536051565782628,12,3,1,0.3778,22.5872,11.2134,2.8077
2002A59,G16,5,345,0,5,2,476,96,0.5306282510621704,13,3,3,0.5842,27.3959,11.3391,3.455
1988A41,G17,5,347,0,2,2,486,74.5,0,14,4,2,0.3841,23.4018,11.2167,2.9213
1984A9,G18,5,346,1,3,2,488,62,0,11,4,1,0.4451,25.0925,11.2871,3.164
2014B131,G19,5,346,1,3,3,486,74.5,-0.2231435513142097,10,5,1,0.4327,24.8448,11.2268,3.1388
1984A12,G2,5,345,1,3,2,489,90,0.09531017980432493,13,4,1,0.4665,24.896,10.7339,3.2405
1988B133,G20,5,345,1,3,3,489,78,-0.10536051565782628,12,4,2,0.4152,22.5202,11.3201,2.886
1984B113,G22,5,344,1,2,2,482,90,-0.10536051565782628,13,3,1,0.5285,29.4557,13.1654,3.2622
1984B116,G23,5,346,1,1,2,486,64,0,12,3,1,0.2766,20.8252,10.6555,2.6935
2002D221,G25,5,346,1,2,2,487,69,-0.10536051565782628,13,3,1,0.3992,23.104,12.0909,2.764
1984B142,G27,5,345,1,1,2,486,89.5,-0.35667494393873245,14,3,3,0.3795,22.611,11.6724,2.7436
1984C156,G28,5,345,1,2,2,485,67,-0.10536051565782628,11,3,1,0.4564,24.6228,11.2773,3.1072
1984C159,G29,5,345,1,1,1,483,68.5,-0.2231435513142097,13,2,1,0.4257,23.8127,11.6724,2.8823
1984A29,G3,5,345,1,2,3,485,70.5,-0.2231435513142097,15,3,3,0.4087,22.6394,10.7563,2.9395
2002C168,G30,5,347,0,5,2,479,107.5,0.09531017980432493,15,3,3,0.5011,24.3152,10.9949,3.1498
1984C173,G31,5,391,NA,2,1,493,64,-0.2231435513142097,12,3,1,0.4755,26.5972,12.9274,2.9762
1984D215,G32,5,345,1,2,3,489,51.5,0,11,3,1,0.4474,24.4023,11.5584,2.9429
1984D220,G33,5,345,1,2,2,484,58,-0.10536051565782628,11,4,2,0.4062,23.195,11.7833,2.8357
1984D227,G34,5,345,1,3,2,482,82,-0.10536051565782628,13,3,3,0.4844,24.3098,12.0511,2.8543
1988A11,G36,5,346,1,2,3,487,80.5,-0.2231435513142097,12,4,3,0.5038,27.2568,12.4974,3.1746
1988A12,G37,5,345,1,1,2,487,67,-0.2231435513142097,12,4,3,0.3866,25.0902,12.1236,3.0424
1988A14,G38,5,346,1,3,2,486,83.5,-0.10536051565782628,14,3,2,0.5133,25.2309,11.9471,3.0096
1988A19,G39,5,345,0,1,2,485,81.5,-0.10536051565782628,15,4,3,0.4914,26.3511,12.0885,3.1458
1984A14,G4,5,345,1,2,2,489,73,0.09531017980432493,14,4,3,0.482,26.3403,11.6315,3.2014
1988A21,G41,5,345,1,2,2,481,80.5,0,11,3,3,0.4455,23.6203636363636,11.9416363636364,2.76872727272727
1988A25,G42,5,345,0,2,2,485,61,-0.2231435513142097,13,3,2,0.3842,22.1807,11.1211,2.7897
2018B92,G43,5,347,0,4,2,480,83.5,-0.10536051565782628,11,3,1,0.4573,24.2633,10.9343,3.1282
1988A32,G44,5,345,1,2,3,482,71,-0.5108256237659907,12,5,1,0.4326,22.725,11.1473,2.9359
2014D198,G45,5,346,0,4,2,479,87,0.26236426446749106,14,3,3,0.4973,25.2053,10.6835,3.2682
1996A81,G46,5,345,1,1,2,486,79,-0.10536051565782628,10,3,1,0.4193,24.531,11.8474,2.9969
1988A48,G48,5,345,1,2,3,488,78,0,13,3,1,0.4814,24.3035,11.2689,3.0789
1988A49,G49,5,345,1,2,3,488,87.5,0.09531017980432493,12,3,2,0.4715,24.3586,12.0681,2.9038
1988A52,G50,5,345,0,2,2,489,68,-0.10536051565782628,11,4,1,0.4324,23.7075454545455,11.8680909090909,2.86645454545455
1988A57,G51,5,345,1,2,2,480,73,0,13,3,1,0.3852,22.6444,10.8209,2.919
2002A63,G52,5,346,0,5,2,481,102.5,0.09531017980432493,14,3,3,0.436,21.1652,10.5689,2.8768
1988A74,G53,5,345,1,3,2,482,75,-0.2231435513142097,10,4,3,0.4571,24.2616,11.5565,2.9063
1988A76,G54,5,345,1,2,2,488,65.5,-0.10536051565782628,14,4,3,0.4,23.428,11.5832,2.9427
1988B101,G56,5,345,0,4,2,474,78.5,0.1823215567939546,15,4,3,0.5021,24.7719,10.8389,3.2018
1988B102,G57,5,346,0,3,1,486,81,0,14,4,3,0.4175,23.587,11.4251,3.0002
1988B106,G58,5,345,1,1,2,486,68,-0.2231435513142097,13,3,3,0.5156,25.4661818181818,12.0780909090909,2.89309090909091
1984A22,G6,5,345,1,2,2,484,71,0,11,3,1,0.4415,23.1226,11.5304,2.9185
1988B111,G60,5,345,1,2,3,482,67.5,-0.35667494393873245,11,3,3,0.4919,24.3196,11.3308,2.9994
1988B113,G61,5,345,1,2,2,484,77,0,13,4,3,0.4424,23.2311,11.2609,2.9152
1988B114,G62,5,351,1,2,3,486,68.5,-0.10536051565782628,11,3,1,0.4678,24.0962,10.9643,2.9791
1988B120,G63,5,345,1,3,3,489,72.5,0,13,4,3,0.5541,29.3699,11.9386,3.4941
2014B132,G64,5,345,1,1,3,486,74,-0.5108256237659907,11,3,2,0.3731,24.1297,11.6106,2.983
2014A31,G65,5,345,1,3,2,489,72,-0.2231435513142097,11,3,3,0.4395,24.7352,11.723,2.9623
1996D196,G66,5,345,1,4,2,481,79,-0.10536051565782628,11,3,2,0.5158,27.4248,12.8826,3.077
2014D215,G67,5,345,1,3,3,484,65,0.09531017980432493,11,4,1,0.4671,24.5877,11.8376,2.9231
1988D219,G68,5,345,1,3,2,483,63,-0.10536051565782628,11,3,1,0.4173,23.2027,11.1982,2.9831
1996D220,G69,5,353,1,4,3,482,72,-0.5108256237659907,13,3,1,0.4568,23.9656,11.7327,2.8522
1984A24,G7,5,349,1,3,2,489,68.5,-0.2231435513142097,13,3,1,0.406,22.3297,11.1727,2.8287
1988D227,G70,5,345,1,2,3,484,80.5,-0.2231435513142097,11,3,3,0.4952,25.6771,11.6647,3.1037
1992A31,G71,5,345,1,2,2,486,58,-0.35667494393873245,10,3,1,0.3566,21.0582,11.0631,2.7172
1992A41,G72,5,345,1,1,2,487,68.5,-0.10536051565782628,15,3,1,0.369,22.898,11.1044,2.8652
2002B108,G75,5,345,1,2,2,484,82,-0.2231435513142097,14,4,3,0.3747,24.3863,11.3777,2.967
1992B112,G77,5,344,1,1,2,480,58,-0.10536051565782628,11,3,1,0.4473,25.4604,11.5779,3.0616
1996B131,G78,5,345,1,2,3,484,75,-0.10536051565782628,11,3,3,NA,NA,NA,NA
1996B132,G79,5,345,1,3,3,480,65.5,-0.2231435513142097,11,4,3,0.5013,26.9074,12.2887,3.2348
2016A25,G8,5,348,1,3,2,497,61.5,0.1823215567939546,12,3,1,0.1885,18.0361,9.9393,2.5315
1992D196,G80,5,345,1,2,2,489,81.5,-0.10536051565782628,11,3,1,0.4932,NA,NA,NA
1996A41,G81,5,345,1,1,2,484,67,-0.2231435513142097,12,3,3,0.3741,29.0645,12.9895,3.2271
1996B121,G84,5,345,1,2,3,487,102,-0.35667494393873245,15,3,3,0.3601,NA,NA,NA
1996B128,G85,5,345,1,2,2,487,75,-0.10536051565782628,13,3,3,0.3722,21.4946,10.9995,2.7919
1996B134,G86,5,345,1,1,3,482,79,-0.35667494393873245,10,3,2,0.5325,23.557,11.3507,2.9559
1996D219,G88,5,345,1,4,3,481,81.5,0,13,4,1,0.4784,23.917,11.3961,3.0255
1984A31,G9,5,345,0,3,2,482,65,-0.2231435513142097,11,3,3,0.4285,25.5416,11.3043,3.1782
1996D223,G89,5,345,1,1,2,485,52.5,-0.2231435513142097,11,4,3,0.4007,23.4444,11.3876,2.9731
2002A14,G90,5,346,1,2,2,492,75.5,0.1823215567939546,14,3,1,0.4693,22.0487,10.9012,2.8179
2002B133,G93,5,345,1,3,3,483,78,0,11,4,3,0.4581,NA,NA,NA
2002D196,G95,5,346,1,2,3,489,66.5,-0.10536051565782628,9,3,1,0.4516,25.5237,11.895,3.0633
2002D220,G96,5,345,1,2,3,489,72,-0.10536051565782628,10,4,1,0.3968,NA,NA,NA
2002D225,G97,5,346,1,2,3,483,69.5,0,10,3,2,0.4371,26.8982,12.6111,3.0686
2002A10,G1,6,345,1,2,3,482,84,-0.2231435513142097,11,4,1,0.4264,21.9244545454545,11.9491818181818,2.55736363636364
1992A35,G10,6,346,0,3,1,481,99,-0.10536051565782628,13,4,3,0.4082,21.338,10.3653,2.9386
2014A35,G98,6,NA,NA,1,2,482,81,-0.35667494393873245,11,3,3,0.5039,21.8557,10.8294,2.8202
2014A57,G100,6,347,0,3,2,489,81,0,13,2,1,0.3684,27.1907,12.7642,2.9161
2014D194,G87,6,352,1,2,1,475,87.5,0.09531017980432493,11,4,1,0.521,28.2526,12.6278,3.1895
2018D220,G101,6,346,1,1,2,482,83,-0.5108256237659907,12,3,3,0.4715,NA,NA,NA
2018A35,G102,6,347,1,1,2,490,73,-0.10536051565782628,12,3,3,0.3577,23.5751,10.9064,2.921
2016A41,G103,6,345,1,1,2,485,69,-0.5108256237659907,10,3,3,0.4364,26.3758,11.7559,3.2001
