"","Sample","Year","Position","IGG","Group_size","Coverage","Alternative","Longitude","Latitude","Height","Habitat","Habitat_order","Transect_order","dist","color"
"432","2002B119","2002","B119","G22",39,4171,42.6096997690531,35.53286098,32.92016904,264.822601,"E_facing_slope",9,19,109.3767725,"#c8b7b7"
"433","2002B120","2002","B120","G22",39,5113,29.1762894534257,35.53291404,32.92015797,262.803284,"E_facing_slope",10,20,114.481326,"#c8b7b7"
"434","2002B121","2002","B121","G22",39,4871,32.1401077752117,35.53295201,32.92013903,262.479462,"E_facing_slope",11,21,118.3889583,"#c8b7b7"
"435","2002B122","2002","B122","G22",39,4360,38.8953040800616,35.53298101,32.92015596,262.122498,"E_facing_slope",12,22,120.6607196,"#c8b7b7"
"436","2002B124","2002","B124","G19",42,5129,29.4264819091609,35.53303398,32.92014297,259.856659,"E_facing_slope",13,23,125.7973099,"#87ceeb"
"437","2002B128","2002","B128","G92",1,4948,33.5642802155504,35.53318896,32.92012403,257.400238,"E_facing_slope",14,24,140.4135023,"black"
"438","2002B130","2002","B130","G13",80,4587,35.796766743649,35.53325602,32.92015102,256.764618,"E_facing_slope",15,25,146.0493203,"#98fb98"
"439","2002B131","2002","B131","G19",42,4803,33.6989992301771,35.53334001,32.92014599,255.572922,"E_facing_slope",16,26,153.8856917,"#87ceeb"
"440","2002B132","2002","B132","G79",9,4954,30.4080061585835,35.53338904,32.92012897,254.017395,"E_facing_slope",17,27,158.7137421,"#40e0d0"
"441","2002B133","2002","B133","G93",1,4331,39.6651270207852,35.53341603,32.92016703,253.85701,"E_facing_slope",18,28,160.5653385,"black"
"442","2002B134","2002","B134","G86",6,4134,42.1478060046189,35.53351896,32.920119,250.165558,"E_facing_slope",19,29,170.8727487,"#3cb371"
"443","2002B135","2002","B135","G19",42,5122,29.4072363356428,35.53360404,32.92014297,247.934708,"E_facing_slope",20,30,178.3354013,"#87ceeb"
"444","2002B142","2002","B142","G65",12,4905,32.6789838337182,35.53396798,32.92008396,243.159332,"Valley",2,32,212.9334932,"#483737"
"445","2002B92","2002","B92","G43",11,4754,17.0323325635104,35.531714,32.92036501,284.026337,"Plateau",7,1,0,"#f94d4d"
"446","2002B94","2002","B94","G20",69,4452,38.0100076982294,35.53183503,32.92026903,285.296722,"Plateau",8,2,15.55842003,"#afafe9"
"447","2002B95","2002","B95","G43",11,4497,21.7474980754426,35.53186102,32.92027398,281.82074,"Plateau",9,3,17.07117212,"#f94d4d"
"448","2002B96","2002","B96","G43",11,4776,16.743648960739,35.53194702,32.92028898,281.281891,"Plateau",10,4,23.36150678,"#f94d4d"
"449","2002B97","2002","B97","G13",80,5178,27.1939953810624,35.53196898,32.92027599,280.743042,"Plateau",11,5,25.80511078,"#98fb98"
"450","2002B99","2002","B99","G17",37,5151,27.9445727482679,35.53201298,32.92027297,281.490112,"Plateau",12,6,29.75757098,"#5f5fd3"
"451","2002C151","2002","C151","G28",28,5056,29.3687451886066,35.52669601,32.92271102,327.199402,"Karst",1,1,0,"#add8ed"
"452","2002C156","2002","C156","G28",28,4372,39.1839876828329,35.52678603,32.92261999,327.437164,"Karst",3,3,13.16974166,"#add8ed"
"453","2002C157","2002","C157","G94",1,5047,31.6397228637413,35.52680396,32.92259996,326.035675,"Karst",4,4,15.95607903,"black"
"454","2002C158","2002","C158","G28",28,5174,27.6558891454965,35.52682903,32.92256601,325.471466,"Karst",5,5,20.37339413,"#add8ed"
"455","2002C159","2002","C159","G30",40,5076,12.2209391839877,35.52684797,32.92252502,323.970856,"Karst",6,6,25.10656657,"#ffd700"
"456","2002C160","2002","C160","G30",40,4853,15.1077752117013,35.52680899,32.92247297,321.579132,"Karst",7,7,28.52510166,"#ffd700"
"457","2002C163","2002","C163","G30",40,5115,11.0469591993841,35.52675803,32.92234297,316.85202,"Karst",8,8,41.37897512,"#ffd700"
"458","2002C168","2002","C168","G30",40,5144,11.0277136258661,35.52687597,32.92225496,315.060242,"Karst",9,9,53.48084622,"#ffd700"
"459","2002C173","2002","C173","G30",40,5035,12.1247113163972,35.52691997,32.92219704,314.85849,"Karst",10,10,60.92309637,"#ffd700"
"460","2002D194","2002","D194","G25",69,4916,30.5427251732102,35.53400896,32.92012302,241.842361,"Valley",4,2,0,"#20b2aa"
"461","2002D196","2002","D196","G95",1,4585,35.6043110084681,35.53407996,32.92017801,242.819763,"Valley",5,3,9.027175953,"black"
"462","2002D198","2002","D198","G20",69,5085,29.1762894534257,35.53406596,32.920206,242.244476,"Valley",6,4,10.66290653,"#afafe9"
"463","2002D200","2002","D200","G20",69,4813,33.0638953040801,35.534072,32.92028697,243.261902,"Valley",7,5,19.1779513,"#afafe9"
"464","2002D201","2002","D201","G25",69,5098,27.5211701308699,35.53413603,32.92029301,243.257568,"Valley",8,6,22.34009587,"#20b2aa"
"465","2002D202","2002","D202","G20",69,5097,29.022324865281,35.53412103,32.92031497,243.230591,"Valley",9,7,23.79604912,"#afafe9"
"466","2002D208","2002","D208","G25",69,4827,31.5819861431871,35.53416101,32.92039996,243.218796,"Valley",12,10,33.94540954,"#20b2aa"
"467","2002D212","2002","D212","G19",42,5079,30.1385681293303,35.534159,32.92046802,243.769745,"Valley",13,11,40.88439535,"#87ceeb"
"468","2002D215","2002","D215","G67",5,4852,32.4865280985373,35.53422103,32.92051496,243.570129,"Valley",14,12,47.9200516,"#00bfff"
"469","2002D217","2002","D217","G88",3,5004,29.3687451886066,35.53425799,32.92057296,243.503815,"Valley",16,14,55.22891501,"#66cdaa"
"470","2002D219","2002","D219","G88",3,4933,30.2540415704388,35.534245,32.92064999,244.455765,"Valley",17,15,62.67160228,"#66cdaa"
"471","2002D220","2002","D220","G96",1,4032,44.4187836797537,35.53424701,32.92067296,244.984161,"Valley",18,16,65.13514676,"black"
"472","2002D221","2002","D221","G25",69,5188,26.3086989992302,35.53426897,32.92070498,244.956635,"Valley",19,17,69.1897456,"#20b2aa"
"473","2002D223","2002","D223","G20",69,5165,28.6566589684373,35.53426696,32.92073901,245.493805,"Valley",20,18,72.68634985,"#afafe9"
"474","2002D224","2002","D224","G25",69,5064,28.1370284834488,35.534288,32.92078502,245.486176,"Valley",21,19,78.17048424,"#20b2aa"
"475","2002D225","2002","D225","G97",11,5180,27.2324865280985,35.53429797,32.92079802,245.590042,"Valley",22,20,79.84649602,"#00ff7f"
"476","2002D227","2002","D227","G25",69,5014,28.810623556582,35.534303,32.92083398,245.311157,"Valley",24,22,83.77755529,"#20b2aa"
"477","2002D228","2002","D228","G25",69,4863,31.0046189376443,35.53430401,32.92085602,245.30719,"Valley",25,23,86.12925571,"#20b2aa"
"478","2002D231","2002","D231","G13",80,5175,27.1939953810624,35.534245,32.92098602,245.365845,"Valley",27,25,98.5682147,"#98fb98"
"479","2002_Zavitan","2002","Zavitan","G35",13,4087,22.459584295612,NA,NA,NA,NA,NA,NA,NA,"black"
"480","2014A10","2014","A10","G1",30,4611,34.6612779060816,35.53275302,32.91814104,268.042328,"Upper_N_facing_slope",3,3,9.743091887,"#7fff00"
"481","2014A11","2014","A11","G1",30,4639,34.6997690531178,35.53273399,32.91816199,268.065002,"Upper_N_facing_slope",4,4,12.52272407,"#7fff00"
"482","2014A12","2014","A12","G1",30,4841,31.7359507313318,35.53271396,32.91821899,266.433624,"Upper_N_facing_slope",5,5,19.12449405,"#7fff00"
"483","2014A13","2014","A13","G4",12,4941,31.986143187067,35.53273198,32.91825796,265.523254,"Upper_N_facing_slope",6,6,22.85752165,"#dda0dd"
"484","2014A14","2014","A14","G4",12,4782,33.9491916859122,35.53271396,32.918278,265.569275,"Upper_N_facing_slope",7,7,25.41363709,"#dda0dd"
"485","2014A17","2014","A17","G3",58,4962,30.8506543494996,35.53270499,32.91835402,263.782684,"Middle_N_facing_slope",1,8,33.84184968,"#db7093"
"486","2014A18","2014","A18","G3",58,5090,29.1570438799076,35.53268597,32.91838302,262.996338,"Middle_N_facing_slope",2,9,37.38903713,"#db7093"
"487","2014A19","2014","A19","G3",58,5086,29.445727482679,35.53269602,32.918436,260.843018,"Middle_N_facing_slope",3,10,42.9519425,"#db7093"
"488","2014A20","2014","A20","G3",58,4709,33.8337182448037,35.53268999,32.918466,259.64389,"Middle_N_facing_slope",4,11,46.33803537,"#db7093"
"489","2014A21","2014","A21","G3",58,5121,29.022324865281,35.53267004,32.91850003,258.097534,"Middle_N_facing_slope",5,12,50.41905323,"#db7093"
"490","2014A22","2014","A22","G3",58,4372,39.6651270207852,35.53269401,32.91852702,257.155792,"Middle_N_facing_slope",6,13,52.96810293,"#db7093"
"491","2014A24","2014","A24","G8",10,4190,43.1293302540416,35.53267004,32.91863297,257.108826,"Middle_N_facing_slope",7,14,64.96827285,"#a703a7"
"492","2014A25","2014","A25","G8",10,5064,30.504234026174,35.53264498,32.918666,254.142395,"Middle_N_facing_slope",8,15,68.99574503,"#a703a7"
"493","2014A28","2014","A28","G3",58,4868,32.2170900692841,35.53262897,32.91880396,251.986435,"Middle_N_facing_slope",9,16,84.37550509,"#db7093"
"494","2014A29","2014","A29","G1",30,5179,27.0400307929176,35.53264598,32.91880698,251.988098,"Middle_N_facing_slope",10,17,84.45300019,"#7fff00"
"495","2014A31","2014","A31","G65",12,5100,29.7151655119323,35.53263903,32.918883,248.03595,"Middle_N_facing_slope",11,18,92.91899245,"#483737"
"496","2014A32","2014","A32","G65",12,4431,38.568129330254,35.53260801,32.918912,249.35939,"Narrow_valley",1,19,96.56048328,"#483737"
"497","2014A35","2014","A35","G98",1,5041,29.7536566589684,35.53260902,32.91905802,247.484879,"Narrow_valley",2,20,112.6029006,"black"
"498","2014A39","2014","A39","G11",47,5155,27.4056966897614,35.53263098,32.91917201,247.65683,"Narrow_valley",3,21,124.9255569,"#006400"
"499","2014A41","2014","A41","G65",12,4339,39.8960739030023,35.532563,32.91930302,248.250107,"Narrow_valley",4,22,140.2114468,"#483737"
"500","2014A46","2014","A46","G13",80,4860,32.2170900692841,35.532563,32.91944199,250.390121,"S_facing_slope",1,23,155.5322094,"#98fb98"
"501","2014A47","2014","A47","G13",80,4776,32.7367205542725,35.53258496,32.91946102,251.364975,"S_facing_slope",2,24,157.3791609,"#98fb98"
"502","2014A48","2014","A48","G13",80,4898,31.0623556581986,35.53257499,32.91947996,251.441467,"S_facing_slope",3,25,159.5835229,"#98fb98"
"503","2014A49","2014","A49","G13",80,5041,28.9068514241724,35.53257599,32.91949698,251.399948,"S_facing_slope",4,26,161.4532001,"#98fb98"
"504","2014A51","2014","A51","G99",1,4331,38.3179368745189,35.53257901,32.91956697,252.559357,"S_facing_slope",5,27,169.1595275,"black"
"505","2014A52","2014","A52","G11",47,4425,37.278675904542,35.53255202,32.91959798,254.900055,"S_facing_slope",6,28,172.8855998,"#006400"
"506","2014A54","2014","A54","G13",80,4557,35.5080831408776,35.53256099,32.919659,258.291748,"S_facing_slope",7,29,179.5292409,"#98fb98"
"507","2014A56","2014","A56","G13",80,5096,28.2525019245574,35.532563,32.91969999,258.071533,"S_facing_slope",8,30,184.0416945,"#98fb98"
"508","2014A57","2014","A57","G100",2,5103,29.3879907621247,35.532548,32.91974299,259.146393,"S_facing_slope",9,31,188.9565785,"#a703a7"
"509","2014A59","2014","A59","G16",11,4863,15.4541955350269,35.53248899,32.919788,261.776764,"S_facing_slope",10,32,194.6331964,"#ff0000"
"510","2014A63","2014","A63","G52",7,4691,17.8214010777521,35.53246502,32.91999302,273.239288,"S_facing_slope",11,33,217.5463136,"#ffff00"
"511","2014A72","2014","A72","G11",47,4951,30.2347959969207,35.53235304,32.92035202,276.924683,"Plateau",1,34,258.6095279,"#006400"
"512","2014A74","2014","A74","G11",47,4873,31.8706697459584,35.53235698,32.92043801,276.619934,"Plateau",2,35,268.0154878,"#006400"
"513","2014A76","2014","A76","G11",47,4784,32.5442648190916,35.53239,32.92050297,275.794098,"Plateau",3,36,274.7406323,"#006400"
"514","2014A77","2014","A77","G11",47,4976,29.9076212471132,35.53237902,32.92051798,276.078278,"Plateau",4,37,276.5345644,"#006400"
"515","2014A8","2014","A8","G18",7,4537,37.2594303310239,35.53278202,32.91805697,269.774475,"Upper_N_facing_slope",1,1,0,"#c71585"
"516","2014A81","2014","A81","G11",47,4404,37.7405696689761,35.53236804,32.92061202,278.216553,"Plateau",5,38,287.0455399,"#006400"
"517","2014A82","2014","A82","G22",39,5122,28.8491147036182,35.53233602,32.92064404,278.223785,"Plateau",6,39,290.9913213,"#c8b7b7"
"518","2014A9","2014","A9","G1",30,4866,31.4087759815243,35.53276199,32.91811103,269.161438,"Upper_N_facing_slope",2,2,6.302295017,"#7fff00"
"519","2014B101","2014","B101","G20",69,5018,30.0423402617398,35.53214097,32.92024598,281.308899,"Plateau",13,7,42.04077058,"#afafe9"
"520","2014B102","2014","B102","G20",69,4477,37.2209391839877,35.53215296,32.92024297,279.60907,"Plateau",14,8,43.20968977,"#afafe9"
"521","2014B106","2014","B106","G13",80,5009,29.4649730561971,35.53234398,32.920235,275.900726,"Plateau",16,10,60.62118352,"#98fb98"
"522","2014B108","2014","B108","G13",80,4744,33.7182448036951,35.532375,32.92024104,275.937103,"E_facing_slope",1,11,63.28978681,"#98fb98"
"523","2014B111","2014","B111","G13",80,4778,32.7752117013087,35.53252202,32.92022704,272.351959,"E_facing_slope",2,12,77.05138523,"#98fb98"
"524","2014B112","2014","B112","G77",10,5109,29.2725173210162,35.532605,32.920235,270.564178,"E_facing_slope",3,13,84.50766614,"#ac939d"
"525","2014B113","2014","B113","G17",37,4797,32.5635103926097,35.532634,32.92019301,270.641907,"E_facing_slope",4,14,88.07546755,"#5f5fd3"
"526","2014B114","2014","B114","G17",37,4815,32.9869130100077,35.532663,32.92019896,269.6588745,"E_facing_slope",5,15,90.58498773,"#5f5fd3"
"527","2014B115","2014","B115","G17",37,4882,31.8129330254042,35.53271798,32.92019201,268.675842,"E_facing_slope",6,16,95.77279261,"#5f5fd3"
"528","2014B116","2014","B116","G23",4,4931,31.8321785989223,35.53275101,32.920176,267.304169,"E_facing_slope",7,17,99.16099323,"#6600ff"
"529","2014B117","2014","B117","G22",39,4816,33.0831408775982,35.53279401,32.920177,266.126526,"E_facing_slope",8,18,103.0684816,"#c8b7b7"
"530","2014B119","2014","B119","G22",39,5143,28.6759045419554,35.53286098,32.92016904,264.822601,"E_facing_slope",9,19,109.3767725,"#c8b7b7"
"531","2014B120","2014","B120","G63",5,5051,29.3687451886066,35.53291404,32.92015797,262.803284,"E_facing_slope",10,20,114.481326,"#2a2aff"
"532","2014B121","2014","B121","G22",39,5043,30.080831408776,35.53295201,32.92013903,262.479462,"E_facing_slope",11,21,118.3889583,"#c8b7b7"
"533","2014B122","2014","B122","G22",39,5072,29.4649730561971,35.53298101,32.92015596,262.122498,"E_facing_slope",12,22,120.6607196,"#c8b7b7"
"534","2014B124","2014","B124","G19",42,4747,34.2571208622017,35.53303398,32.92014297,259.856659,"E_facing_slope",13,23,125.7973099,"#87ceeb"
"535","2014B128","2014","B128","G13",80,5112,28.1562740569669,35.53318896,32.92012403,257.400238,"E_facing_slope",14,24,140.4135023,"#98fb98"
"536","2014B130","2014","B130","G13",80,5116,28.0023094688222,35.53325602,32.92015102,256.764618,"E_facing_slope",15,25,146.0493203,"#98fb98"
"537","2014B131","2014","B131","G19",42,5174,28.6566589684373,35.53334001,32.92014599,255.572922,"E_facing_slope",16,26,153.8856917,"#87ceeb"
"538","2014B132","2014","B132","G64",3,5113,28.2332563510393,35.53338904,32.92012897,254.017395,"E_facing_slope",17,27,158.7137421,"#b380ff"
"539","2014B133","2014","B133","G79",9,4472,36.7013086989992,35.53341603,32.92016703,253.85701,"E_facing_slope",18,28,160.5653385,"#40e0d0"
"540","2014B134","2014","B134","G86",6,4768,32.8137028483449,35.53351896,32.920119,250.165558,"E_facing_slope",19,29,170.8727487,"#3cb371"
"541","2014B135","2014","B135","G19",42,5121,29.5612009237875,35.53360404,32.92014297,247.934708,"E_facing_slope",20,30,178.3354013,"#87ceeb"
"542","2014B138","2014","B138","G20",69,4818,32.8906851424172,35.53373496,32.92011498,245.832642,"Valley",1,31,190.8880499,"#afafe9"
"543","2014B142","2014","B142","G65",12,5041,30.5427251732102,35.53396798,32.92008396,243.159332,"Valley",2,32,212.9334932,"#483737"
"544","2014B92","2014","B92","G20",69,4580,36.4896073903002,35.531714,32.92036501,284.026337,"Plateau",7,1,0,"#afafe9"
"545","2014B94","2014","B94","G20",69,4894,31.7359507313318,35.53183503,32.92026903,285.296722,"Plateau",8,2,15.55842003,"#afafe9"
"546","2014B95","2014","B95","G20",69,4824,32.6789838337182,35.53186102,32.92027398,281.82074,"Plateau",9,3,17.07117212,"#afafe9"
"547","2014B96","2014","B96","G20",69,5079,29.3302540415704,35.53194702,32.92028898,281.281891,"Plateau",10,4,23.36150678,"#afafe9"
"548","2014B97","2014","B97","G48",11,4599,36.1624326404927,35.53196898,32.92027599,280.743042,"Plateau",11,5,25.80511078,"#8d5fd3"
"549","2014B99","2014","B99","G48",11,4544,36.6243264049269,35.53201298,32.92027297,281.490112,"Plateau",12,6,29.75757098,"#8d5fd3"
"550","2014C151","2014","C151","G28",28,5029,29.8498845265589,35.52669601,32.92271102,327.199402,"Karst",1,1,0,"#add8ed"
"551","2014C156","2014","C156","G28",28,4701,34.9692070823711,35.52678603,32.92261999,327.437164,"Karst",3,3,13.16974166,"#add8ed"
"552","2014C157","2014","C157","G28",28,5145,28.0408006158584,35.52680396,32.92259996,326.035675,"Karst",4,4,15.95607903,"#add8ed"
"553","2014C158","2014","C158","G28",28,5011,29.9076212471132,35.52682903,32.92256601,325.471466,"Karst",5,5,20.37339413,"#add8ed"
"554","2014C159","2014","C159","G30",40,5059,11.451116243264,35.52684797,32.92252502,323.970856,"Karst",6,6,25.10656657,"#ffd700"
"555","2014C160","2014","C160","G30",40,4941,13.6451116243264,35.52680899,32.92247297,321.579132,"Karst",7,7,28.52510166,"#ffd700"
"556","2014C163","2014","C163","G30",40,4144,27.8868360277136,35.52675803,32.92234297,316.85202,"Karst",8,8,41.37897512,"#ffd700"
"557","2014C168","2014","C168","G30",40,4746,19.0916089299461,35.52687597,32.92225496,315.060242,"Karst",9,9,53.48084622,"#ffd700"
"558","2014C173","2014","C173","G30",40,5151,9.94996150885296,35.52691997,32.92219704,314.85849,"Karst",10,10,60.92309637,"#ffd700"
"559","2014D194","2014","D194","G87",5,4765,16.8398768283295,35.53400896,32.92012302,241.842361,"Valley",4,2,0,"#ff8c00"
"560","2014D196","2014","D196","G20",69,5139,28.8683602771363,35.53407996,32.92017801,242.819763,"Valley",5,3,9.027175953,"#afafe9"
"561","2014D198","2014","D198","G45",4,4966,14.203233256351,35.53406596,32.920206,242.244476,"Valley",6,4,10.66290653,"#e14c24"
"562","2014D200","2014","D200","G20",69,5030,29.7536566589684,35.534072,32.92028697,243.261902,"Valley",7,5,19.1779513,"#afafe9"
"563","2014D201","2014","D201","G25",69,5191,26.3664357197844,35.53413603,32.92029301,243.257568,"Valley",8,6,22.34009587,"#20b2aa"
"564","2014D202","2014","D202","G20",69,4997,30.1963048498845,35.53412103,32.92031497,243.230591,"Valley",9,7,23.79604912,"#afafe9"
"565","2014D208","2014","D208","G25",69,4637,33.8337182448037,35.53416101,32.92039996,243.218796,"Valley",12,10,33.94540954,"#20b2aa"
"566","2014D212","2014","D212","G19",42,4876,33.256351039261,35.534159,32.92046802,243.769745,"Valley",13,11,40.88439535,"#87ceeb"
"567","2014D215","2014","D215","G67",5,5111,29.0608160123172,35.53422103,32.92051496,243.570129,"Valley",14,12,47.9200516,"#00bfff"
"568","2014D217","2014","D217","G19",42,5038,30.5812163202463,35.53425799,32.92057296,243.503815,"Valley",16,14,55.22891501,"#87ceeb"
"569","2014D220","2014","D220","G101",6,4605,34.7190146266359,35.53424701,32.92067296,244.984161,"Valley",18,16,65.13514676,"#008080"
"570","2014D221","2014","D221","G25",69,4912,30.2155504234026,35.53426897,32.92070498,244.956635,"Valley",19,17,69.1897456,"#20b2aa"
"571","2014D223","2014","D223","G20",69,5035,30.5619707467282,35.53426696,32.92073901,245.493805,"Valley",20,18,72.68634985,"#afafe9"
"572","2014D224","2014","D224","G97",11,4403,37.0477290223249,35.534288,32.92078502,245.486176,"Valley",21,19,78.17048424,"#00ff7f"
"573","2014D225","2014","D225","G97",11,5165,27.2132409545804,35.53429797,32.92079802,245.590042,"Valley",22,20,79.84649602,"#00ff7f"
"574","2014D227","2014","D227","G97",11,5121,28.2140107775212,35.534303,32.92083398,245.311157,"Valley",24,22,83.77755529,"#00ff7f"
"575","2014D228","2014","D228","G25",69,4814,31.35103926097,35.53430401,32.92085602,245.30719,"Valley",25,23,86.12925571,"#20b2aa"
"576","2014D231","2014","D231","G25",69,5042,28.3679753656659,35.534245,32.92098602,245.365845,"Valley",27,25,98.5682147,"#20b2aa"
"577","2014_Zavitan","2014","Zavitan","G35",13,3953,24.6920708237105,NA,NA,NA,NA,NA,NA,NA,"black"
"578","2016A10","2016","A10","G1",30,4647,34.2763664357198,35.53275302,32.91814104,268.042328,"Upper_N_facing_slope",3,3,9.743091887,"#7fff00"
"579","2016A11","2016","A11","G1",30,5033,29.1762894534257,35.53273399,32.91816199,268.065002,"Upper_N_facing_slope",4,4,12.52272407,"#7fff00"
"580","2016A12","2016","A12","G4",12,4934,31.9284064665127,35.53271396,32.91821899,266.433624,"Upper_N_facing_slope",5,5,19.12449405,"#dda0dd"
"581","2016A13","2016","A13","G4",12,4701,35.0846805234796,35.53273198,32.91825796,265.523254,"Upper_N_facing_slope",6,6,22.85752165,"#dda0dd"
"582","2016A14","2016","A14","G4",12,4881,32.8137028483449,35.53271396,32.918278,265.569275,"Upper_N_facing_slope",7,7,25.41363709,"#dda0dd"
"583","2016A17","2016","A17","G3",58,5114,28.7913779830639,35.53270499,32.91835402,263.782684,"Middle_N_facing_slope",1,8,33.84184968,"#db7093"
"584","2016A18","2016","A18","G3",58,5084,29.2725173210162,35.53268597,32.91838302,262.996338,"Middle_N_facing_slope",2,9,37.38903713,"#db7093"
"585","2016A19","2016","A19","G3",58,5153,28.4642032332564,35.53269602,32.918436,260.843018,"Middle_N_facing_slope",3,10,42.9519425,"#db7093"
"586","2016A20","2016","A20","G3",58,4164,41.8013856812933,35.53268999,32.918466,259.64389,"Middle_N_facing_slope",4,11,46.33803537,"#db7093"
"587","2016A21","2016","A21","G10",6,5057,10.9507313317937,35.53267004,32.91850003,258.097534,"Middle_N_facing_slope",5,12,50.41905323,"#d57a0c"
"588","2016A22","2016","A22","G3",58,5106,28.8491147036182,35.53269401,32.91852702,257.155792,"Middle_N_facing_slope",6,13,52.96810293,"#db7093"
"589","2016A25","2016","A25","G8",10,5094,30.292532717475,35.53264498,32.918666,254.142395,"Middle_N_facing_slope",8,15,68.99574503,"#a703a7"
"590","2016A31","2016","A31","G65",12,5094,29.9461123941493,35.53263903,32.918883,248.03595,"Middle_N_facing_slope",11,18,92.91899245,"#483737"
"591","2016A32","2016","A32","G65",12,4957,31.562740569669,35.53260801,32.918912,249.35939,"Narrow_valley",1,19,96.56048328,"#483737"
"592","2016A35","2016","A35","G102",3,4731,34.526558891455,35.53260902,32.91905802,247.484879,"Narrow_valley",2,20,112.6029006,"#2c5aa0"
"593","2016A39","2016","A39","G11",47,4449,37.4711316397229,35.53263098,32.91917201,247.65683,"Narrow_valley",3,21,124.9255569,"#006400"
"594","2016A41","2016","A41","G103",1,4308,40.0692840646651,35.532563,32.91930302,248.250107,"Narrow_valley",4,22,140.2114468,"black"
"595","2016A46","2016","A46","G13",80,4299,39.5881447267129,35.532563,32.91944199,250.390121,"S_facing_slope",1,23,155.5322094,"#98fb98"
"596","2016A47","2016","A47","G13",80,4836,31.9668976135489,35.53258496,32.91946102,251.364975,"S_facing_slope",2,24,157.3791609,"#98fb98"
"597","2016A48","2016","A48","G13",80,4511,36.239414934565,35.53257499,32.91947996,251.441467,"S_facing_slope",3,25,159.5835229,"#98fb98"
"598","2016A49","2016","A49","G13",80,4572,35.8545034642032,35.53257599,32.91949698,251.399948,"S_facing_slope",4,26,161.4532001,"#98fb98"
"599","2016A51","2016","A51","G104",2,4204,41.320246343341,35.53257901,32.91956697,252.559357,"S_facing_slope",5,27,169.1595275,"#006400"
"600","2016A52","2016","A52","G13",80,5149,27.6366435719784,35.53255202,32.91959798,254.900055,"S_facing_slope",6,28,172.8855998,"#98fb98"
"601","2016A54","2016","A54","G13",80,5114,28.0985373364126,35.53256099,32.919659,258.291748,"S_facing_slope",7,29,179.5292409,"#98fb98"
"602","2016A57","2016","A57","G100",2,4874,32.1593533487298,35.532548,32.91974299,259.146393,"S_facing_slope",9,31,188.9565785,"#a703a7"
"603","2016A59","2016","A59","G16",11,4753,17.3210161662818,35.53248899,32.919788,261.776764,"S_facing_slope",10,32,194.6331964,"#ff0000"
"604","2016A63","2016","A63","G52",7,5026,11.7590454195535,35.53246502,32.91999302,273.239288,"S_facing_slope",11,33,217.5463136,"#ffff00"
"605","2016A72","2016","A72","G75",5,4996,29.6766743648961,35.53235304,32.92035202,276.924683,"Plateau",1,34,258.6095279,"#228b22"
"606","2016A74","2016","A74","G11",47,5096,28.3102386451116,35.53235698,32.92043801,276.619934,"Plateau",2,35,268.0154878,"#006400"
"607","2016A76","2016","A76","G11",47,4754,32.9869130100077,35.53239,32.92050297,275.794098,"Plateau",3,36,274.7406323,"#006400"
"608","2016A77","2016","A77","G105",1,4226,40.6274056966898,35.53237902,32.92051798,276.078278,"Plateau",4,37,276.5345644,"black"
"609","2016A8","2016","A8","G18",7,4962,31.3317936874519,35.53278202,32.91805697,269.774475,"Upper_N_facing_slope",1,1,0,"#c71585"
"610","2016A81","2016","A81","G11",47,5176,27.0977675134719,35.53236804,32.92061202,278.216553,"Plateau",5,38,287.0455399,"#006400"
"611","2016A82","2016","A82","G11",47,5066,28.8298691301001,35.53233602,32.92064404,278.223785,"Plateau",6,39,290.9913213,"#006400"
"612","2016A9","2016","A9","G1",30,4798,32.5057736720554,35.53276199,32.91811103,269.161438,"Upper_N_facing_slope",2,2,6.302295017,"#7fff00"
"613","2016B101","2016","B101","G20",69,4670,34.6612779060816,35.53214097,32.92024598,281.308899,"Plateau",13,7,42.04077058,"#afafe9"
"614","2016B103","2016","B103","G43",11,4854,15.0885296381832,35.53221004,32.92025797,275.900726,"Plateau",15,9,47.85932571,"#f94d4d"
"615","2016B106","2016","B106","G13",80,4971,30.2732871439569,35.53234398,32.920235,275.900726,"Plateau",16,10,60.62118352,"#98fb98"
"616","2016B108","2016","B108","G13",80,5128,27.7713625866051,35.532375,32.92024104,275.937103,"E_facing_slope",1,11,63.28978681,"#98fb98"
"617","2016B112","2016","B112","G77",10,4655,34.8922247882987,35.532605,32.920235,270.564178,"E_facing_slope",3,13,84.50766614,"#ac939d"
"618","2016B113","2016","B113","G17",37,4760,33.1986143187067,35.532634,32.92019301,270.641907,"E_facing_slope",4,14,88.07546755,"#5f5fd3"
"619","2016B114","2016","B114","G17",37,4740,33.8144726712856,35.532663,32.92019896,269.6588745,"E_facing_slope",5,15,90.58498773,"#5f5fd3"
"620","2016B115","2016","B115","G43",11,4994,12.6443418013857,35.53271798,32.92019201,268.675842,"E_facing_slope",6,16,95.77279261,"#f94d4d"
"621","2016B116","2016","B116","G23",4,4626,36.0469591993841,35.53275101,32.920176,267.304169,"E_facing_slope",7,17,99.16099323,"#6600ff"
"622","2016B117","2016","B117","G22",39,4138,42.6289453425712,35.53279401,32.920177,266.126526,"E_facing_slope",8,18,103.0684816,"#c8b7b7"
"623","2016B119","2016","B119","G22",39,4000,44.5727482678984,35.53286098,32.92016904,264.822601,"E_facing_slope",9,19,109.3767725,"#c8b7b7"
