"Sample","Year","Position","IGG","Group_size","Coverage","Alternative","Longitude","Latitude","Height","Habitat","Habitat_order","Transect_order","dist"
"2020B120","2020","B120","G63",5,5121,28.3102386451116,35.53291404,32.92015797,262.803284,"E_facing_slope",10,20,114.481326
"2020B121","2020","B121","G84",2,5105,28.4834488067744,35.53295201,32.92013903,262.479462,"E_facing_slope",11,21,118.3889583
"2020B122","2020","B122","G22",39,5081,29.4072363356428,35.53298101,32.92015596,262.122498,"E_facing_slope",12,22,120.6607196
"2020B124","2020","B124","G106",4,5026,30.080831408776,35.53303398,32.92014297,259.856659,"E_facing_slope",13,23,125.7973099
"2020B128","2020","B128","G13",80,5088,28.2525019245574,35.53318896,32.92012403,257.400238,"E_facing_slope",14,24,140.4135023
"2020B130","2020","B130","G13",80,4666,34.5650500384911,35.53325602,32.92015102,256.764618,"E_facing_slope",15,25,146.0493203
"2020B131","2020","B131","G13",80,4999,29.4264819091609,35.53334001,32.92014599,255.572922,"E_facing_slope",16,26,153.8856917
"2020B132","2020","B132","G79",9,4982,29.8883756735951,35.53338904,32.92012897,254.017395,"E_facing_slope",17,27,158.7137421
"2020B133","2020","B133","G19",42,4770,34.1801385681293,35.53341603,32.92016703,253.85701,"E_facing_slope",18,28,160.5653385
"2020B134","2020","B134","G86",6,5165,27.1939953810624,35.53351896,32.920119,250.165558,"E_facing_slope",19,29,170.8727487
"2020B135","2020","B135","G19",42,5057,30.3310238645112,35.53360404,32.92014297,247.934708,"E_facing_slope",20,30,178.3354013
"2020B138","2020","B138","G25",69,4486,36.5088529638183,35.53373496,32.92011498,245.832642,"Valley",1,31,190.8880499
"2020B142","2020","B142","G111",2,5115,28.9645881447267,35.53396798,32.92008396,243.159332,"Valley",2,32,212.9334932
"2020B92","2020","B92","G43",11,5055,11.5280985373364,35.531714,32.92036501,284.026337,"Plateau",7,1,0
"2020B94","2020","B94","G20",69,4417,38.2024634334103,35.53183503,32.92026903,285.296722,"Plateau",8,2,15.55842003
"2020B95","2020","B95","G22",39,4974,30.7736720554273,35.53186102,32.92027398,281.82074,"Plateau",9,3,17.07117212
"2020B97","2020","B97","G48",11,4353,39.5304080061586,35.53196898,32.92027599,280.743042,"Plateau",11,5,25.80511078
"2020B99","2020","B99","G48",11,4949,31.139337952271,35.53201298,32.92027297,281.490112,"Plateau",12,6,29.75757098
"2020C151","2020","C151","G107",4,4946,14.3379522709777,35.52669601,32.92271102,327.199402,"Karst",1,1,0
"2020C156","2020","C156","G28",28,4313,39.5304080061586,35.52678603,32.92261999,327.437164,"Karst",3,3,13.16974166
"2020C157","2020","C157","G107",4,4166,28.3294842186297,35.52680396,32.92259996,326.035675,"Karst",4,4,15.95607903
"2020C158","2020","C158","G28",28,4786,33.1023864511162,35.52682903,32.92256601,325.471466,"Karst",5,5,20.37339413
"2020C159","2020","C159","G30",40,4742,17.1478060046189,35.52684797,32.92252502,323.970856,"Karst",6,6,25.10656657
"2020C160","2020","C160","G30",40,4787,16.2817551963049,35.52680899,32.92247297,321.579132,"Karst",7,7,28.52510166
"2020C168","2020","C168","G30",40,4867,15.473441108545,35.52687597,32.92225496,315.060242,"Karst",9,9,53.48084622
"2020C173","2020","C173","G30",40,4785,16.6281755196305,35.52691997,32.92219704,314.85849,"Karst",10,10,60.92309637
"2020D194","2020","D194","G87",5,4358,24.1724403387221,35.53400896,32.92012302,241.842361,"Valley",4,2,0
"2020D196","2020","D196","G45",4,4472,22.3248652809854,35.53407996,32.92017801,242.819763,"Valley",5,3,9.027175953
"2020D198","2020","D198","G30",40,4372,24.2494226327945,35.53406596,32.920206,242.244476,"Valley",6,4,10.66290653
"2020D200","2020","D200","G25",69,5131,27.0592763664357,35.534072,32.92028697,243.261902,"Valley",7,5,19.1779513
"2020D201","2020","D201","G25",69,4915,30.1963048498845,35.53413603,32.92029301,243.257568,"Valley",8,6,22.34009587
"2020D202","2020","D202","G25",69,5129,27.2517321016166,35.53412103,32.92031497,243.230591,"Valley",9,7,23.79604912
"2020D203","2020","D203","G20",69,4768,33.4872979214781,35.53412003,32.92031002,243.2246935,"Valley",10,8,23.26066468
"2020D208","2020","D208","G25",69,4148,40.3964588144727,35.53416101,32.92039996,243.218796,"Valley",12,10,33.94540954
"2020D212","2020","D212","G108",3,4889,31.2933025404157,35.534159,32.92046802,243.769745,"Valley",13,11,40.88439535
"2020D215","2020","D215","G67",5,4778,33.4872979214781,35.53422103,32.92051496,243.570129,"Valley",14,12,47.9200516
"2020D216","2020","D216","G19",42,4993,30.6197074672825,35.53427098,32.92058403,241.979675,"Valley",15,13,56.8609169
"2020D217","2020","D217","G30",40,4913,14.0685142417244,35.53425799,32.92057296,243.503815,"Valley",16,14,55.22891501
"2020D219","2020","D219","G20",69,4923,31.0431100846805,35.534245,32.92064999,244.455765,"Valley",17,15,62.67160228
"2020D220","2020","D220","G101",6,4653,33.9299461123941,35.53424701,32.92067296,244.984161,"Valley",18,16,65.13514676
"2020D221","2020","D221","G25",69,4270,39.3187066974596,35.53426897,32.92070498,244.956635,"Valley",19,17,69.1897456
"2020D223","2020","D223","G97",11,5136,27.3864511162433,35.53426696,32.92073901,245.493805,"Valley",20,18,72.68634985
"2020D224","2020","D224","G97",11,5060,28.387220939184,35.534288,32.92078502,245.486176,"Valley",21,19,78.17048424
"2020D225","2020","D225","G89",3,4651,36.7590454195535,35.53429797,32.92079802,245.590042,"Valley",22,20,79.84649602
"2020D227","2020","D227","G117",1,5024,28.7336412625096,35.534303,32.92083398,245.311157,"Valley",24,22,83.77755529
"2020D228","2020","D228","G118",1,5095,28.9068514241724,35.53430401,32.92085602,245.30719,"Valley",25,23,86.12925571
"2020D230","2020","D230","G119",1,4834,32.2363356428022,35.53425296,32.92094797,245.012283,"Valley",26,24,94.62114973
"2020D231","2020","D231","G101",6,5155,26.7705927636644,35.534245,32.92098602,245.365845,"Valley",27,25,98.5682147
"2020_Zavitan","2020","Zavitan","G35",13,4884,6.83217859892225,NA,NA,NA,NA,NA,NA,NA
"barley1_Zavitan","barley1","Zavitan","G35",13,5063,3.75288683602771,NA,NA,NA,NA,NA,NA,NA
"plate4_Zavitan","plate4","Zavitan","G35",13,5124,2.21324095458045,NA,NA,NA,NA,NA,NA,NA
"pops_Zavitan","pops","Zavitan","G35",13,4462,14.7998460354119,NA,NA,NA,NA,NA,NA,NA
"xtra_Zavitan","xtra","Zavitan","G35",13,5012,5.02309468822171,NA,NA,NA,NA,NA,NA,NA
