"Sample","Year","Position","IGG","Group_size","Coverage","Alternative","Longitude","Latitude","Height","Habitat","Habitat_order","Transect_order","dist"
"1984A10","1984","A10","G1",30,5149,27.2132409545804,35.53275302,32.91814104,268.042328,"Upper_N_facing_slope",3,3,9.743091887
"1984A11","1984","A11","G1",30,5179,26.905311778291,35.53273399,32.91816199,268.065002,"Upper_N_facing_slope",4,4,12.52272407
"1984A12","1984","A12","G2",4,5060,29.5996920708237,35.53271396,32.91821899,266.433624,"Upper_N_facing_slope",5,5,19.12449405
"1984A13","1984","A13","G3",58,5153,28.4642032332564,35.53273198,32.91825796,265.523254,"Upper_N_facing_slope",6,6,22.85752165
"1984A14","1984","A14","G4",12,5087,29.8113933795227,35.53271396,32.918278,265.569275,"Upper_N_facing_slope",7,7,25.41363709
"1984A17","1984","A17","G5",1,5170,31.8321785989223,35.53270499,32.91835402,263.782684,"Middle_N_facing_slope",1,8,33.84184968
"1984A18","1984","A18","G3",58,4811,33.2371054657429,35.53268597,32.91838302,262.996338,"Middle_N_facing_slope",2,9,37.38903713
"1984A19","1984","A19","G3",58,5136,28.7336412625096,35.53269602,32.918436,260.843018,"Middle_N_facing_slope",3,10,42.9519425
"1984A20","1984","A20","G3",58,5148,28.3102386451116,35.53268999,32.918466,259.64389,"Middle_N_facing_slope",4,11,46.33803537
"1984A21","1984","A21","G3",58,5147,28.5026943802925,35.53267004,32.91850003,258.097534,"Middle_N_facing_slope",5,12,50.41905323
"1984A22","1984","A22","G6",1,5190,27.0977675134719,35.53269401,32.91852702,257.155792,"Middle_N_facing_slope",6,13,52.96810293
"1984A24","1984","A24","G7",2,5119,29.9846035411855,35.53267004,32.91863297,257.108826,"Middle_N_facing_slope",7,14,64.96827285
"1984A25","1984","A25","G8",10,5039,31.2933025404157,35.53264498,32.918666,254.142395,"Middle_N_facing_slope",8,15,68.99574503
"1984A28","1984","A28","G3",58,5150,28.3102386451116,35.53262897,32.91880396,251.986435,"Middle_N_facing_slope",9,16,84.37550509
"1984A29","1984","A29","G3",58,5152,28.4449576597383,35.53264598,32.91880698,251.988098,"Middle_N_facing_slope",10,17,84.45300019
"1984A31","1984","A31","G9",1,4971,32.6789838337182,35.53263903,32.918883,248.03595,"Middle_N_facing_slope",11,18,92.91899245
"1984A32","1984","A32","G3",58,5164,28.1177829099307,35.53260801,32.918912,249.35939,"Narrow_valley",1,19,96.56048328
"1984A35","1984","A35","G10",6,5090,10.1809083910701,35.53260902,32.91905802,247.484879,"Narrow_valley",2,20,112.6029006
"1984A39","1984","A39","G11",47,5146,27.5019245573518,35.53263098,32.91917201,247.65683,"Narrow_valley",3,21,124.9255569
"1984A41","1984","A41","G12",1,4983,30.7544264819092,35.532563,32.91930302,248.250107,"Narrow_valley",4,22,140.2114468
"1984A46","1984","A46","G13",80,5161,27.5981524249423,35.532563,32.91944199,250.390121,"S_facing_slope",1,23,155.5322094
"1984A47","1984","A47","G13",80,5029,29.3110084680523,35.53258496,32.91946102,251.364975,"S_facing_slope",2,24,157.3791609
"1984A48","1984","A48","G13",80,5196,26.8860662047729,35.53257499,32.91947996,251.441467,"S_facing_slope",3,25,159.5835229
"1984A49","1984","A49","G13",80,5166,27.6751347190146,35.53257599,32.91949698,251.399948,"S_facing_slope",4,26,161.4532001
"1984A51","1984","A51","G11",47,4445,37.70207852194,35.53257901,32.91956697,252.559357,"S_facing_slope",5,27,169.1595275
"1984A52","1984","A52","G11",47,5166,27.1555042340262,35.53255202,32.91959798,254.900055,"S_facing_slope",6,28,172.8855998
"1984A54","1984","A54","G14",2,5137,29.1762894534257,35.53256099,32.919659,258.291748,"S_facing_slope",7,29,179.5292409
"1984A56","1984","A56","G15",1,5179,27.3479599692071,35.532563,32.91969999,258.071533,"S_facing_slope",8,30,184.0416945
"1984A57","1984","A57","G13",80,4996,29.8498845265589,35.532548,32.91974299,259.146393,"S_facing_slope",9,31,188.9565785
"1984A59","1984","A59","G16",11,5074,11.8167821401078,35.53248899,32.919788,261.776764,"S_facing_slope",10,32,194.6331964
"1984A72","1984","A72","G17",37,5154,28.0792917628945,35.53235304,32.92035202,276.924683,"Plateau",1,34,258.6095279
"1984A74","1984","A74","G11",47,5172,27.0592763664357,35.53235698,32.92043801,276.619934,"Plateau",2,35,268.0154878
"1984A76","1984","A76","G17",37,5120,28.6759045419554,35.53239,32.92050297,275.794098,"Plateau",3,36,274.7406323
"1984A77","1984","A77","G17",37,5171,27.5019245573518,35.53237902,32.92051798,276.078278,"Plateau",4,37,276.5345644
"1984A8","1984","A8","G18",7,5096,29.445727482679,35.53278202,32.91805697,269.774475,"Upper_N_facing_slope",1,1,0
"1984A81","1984","A81","G19",42,4692,35.2771362586605,35.53236804,32.92061202,278.216553,"Plateau",5,38,287.0455399
"1984A82","1984","A82","G19",42,5162,28.9260969976905,35.53233602,32.92064404,278.223785,"Plateau",6,39,290.9913213
"1984A9","1984","A9","G18",7,5129,29.1955350269438,35.53276199,32.91811103,269.161438,"Upper_N_facing_slope",2,2,6.302295017
"1984B101","1984","B101","G20",69,5152,29.3687451886066,35.53214097,32.92024598,281.308899,"Plateau",13,7,42.04077058
"1984B102","1984","B102","G20",69,5188,27.7328714395689,35.53215296,32.92024297,279.60907,"Plateau",14,8,43.20968977
"1984B106","1984","B106","G13",80,5121,27.8483448806774,35.53234398,32.920235,275.900726,"Plateau",16,10,60.62118352
"1984B108","1984","B108","G13",80,5174,27.4441878367975,35.532375,32.92024104,275.937103,"E_facing_slope",1,11,63.28978681
"1984B111","1984","B111","G21",1,4892,33.1793687451886,35.53252202,32.92022704,272.351959,"E_facing_slope",2,12,77.05138523
"1984B112","1984","B112","G17",37,5185,27.4056966897614,35.532605,32.920235,270.564178,"E_facing_slope",3,13,84.50766614
"1984B113","1984","B113","G22",39,5147,28.5219399538106,35.532634,32.92019301,270.641907,"E_facing_slope",4,14,88.07546755
"1984B114","1984","B114","G11",47,5166,27.1747498075443,35.532663,32.92019896,269.6588745,"E_facing_slope",5,15,90.58498773
"1984B115","1984","B115","G17",37,5170,27.7328714395689,35.53271798,32.92019201,268.675842,"E_facing_slope",6,16,95.77279261
"1984B116","1984","B116","G23",4,5183,28.3294842186297,35.53275101,32.920176,267.304169,"E_facing_slope",7,17,99.16099323
"1984B117","1984","B117","G22",39,5137,28.6566589684373,35.53279401,32.920177,266.126526,"E_facing_slope",8,18,103.0684816
"1984B119","1984","B119","G22",39,5144,28.5219399538106,35.53286098,32.92016904,264.822601,"E_facing_slope",9,19,109.3767725
"1984B120","1984","B120","G22",39,4607,36.431870669746,35.53291404,32.92015797,262.803284,"E_facing_slope",10,20,114.481326
"1984B121","1984","B121","G17",37,5188,27.3672055427252,35.53295201,32.92013903,262.479462,"E_facing_slope",11,21,118.3889583
"1984B122","1984","B122","G22",39,5131,28.7336412625096,35.53298101,32.92015596,262.122498,"E_facing_slope",12,22,120.6607196
"1984B124","1984","B124","G19",42,5179,28.598922247883,35.53303398,32.92014297,259.856659,"E_facing_slope",13,23,125.7973099
"1984B128","1984","B128","G24",1,5121,31.9476520400308,35.53318896,32.92012403,257.400238,"E_facing_slope",14,24,140.4135023
"1984B130","1984","B130","G19",42,5169,28.8683602771363,35.53325602,32.92015102,256.764618,"E_facing_slope",15,25,146.0493203
"1984B131","1984","B131","G25",69,5193,26.270207852194,35.53334001,32.92014599,255.572922,"E_facing_slope",16,26,153.8856917
"1984B132","1984","B132","G19",42,5033,30.292532717475,35.53338904,32.92012897,254.017395,"E_facing_slope",17,27,158.7137421
"1984B133","1984","B133","G20",69,5176,28.6181678214011,35.53341603,32.92016703,253.85701,"E_facing_slope",18,28,160.5653385
"1984B134","1984","B134","G26",1,5151,30.6581986143187,35.53351896,32.920119,250.165558,"E_facing_slope",19,29,170.8727487
"1984B135","1984","B135","G22",39,5129,28.6951501154734,35.53360404,32.92014297,247.934708,"E_facing_slope",20,30,178.3354013
"1984B138","1984","B138","G25",69,5153,27.0015396458814,35.53373496,32.92011498,245.832642,"Valley",1,31,190.8880499
"1984B142","1984","B142","G27",1,5177,27.328714395689,35.53396798,32.92008396,243.159332,"Valley",2,32,212.9334932
"1984B92","1984","B92","G20",69,5193,27.6558891454965,35.531714,32.92036501,284.026337,"Plateau",7,1,0
"1984B94","1984","B94","G20",69,5154,28.6181678214011,35.53183503,32.92026903,285.296722,"Plateau",8,2,15.55842003
"1984B95","1984","B95","G20",69,5180,27.7906081601232,35.53186102,32.92027398,281.82074,"Plateau",9,3,17.07117212
"1984B96","1984","B96","G20",69,5192,27.6173979984604,35.53194702,32.92028898,281.281891,"Plateau",10,4,23.36150678
"1984B97","1984","B97","G17",37,5183,27.5211701308699,35.53196898,32.92027599,280.743042,"Plateau",11,5,25.80511078
"1984B99","1984","B99","G17",37,5173,27.6943802925327,35.53201298,32.92027297,281.490112,"Plateau",12,6,29.75757098
"1984C151","1984","C151","G28",28,5174,27.8290993071594,35.52669601,32.92271102,327.199402,"Karst",1,1,0
"1984C156","1984","C156","G28",28,5168,27.9253271747498,35.52678603,32.92261999,327.437164,"Karst",3,3,13.16974166
"1984C157","1984","C157","G28",28,5179,27.9445727482679,35.52680396,32.92259996,326.035675,"Karst",4,4,15.95607903
"1984C158","1984","C158","G28",28,5180,28.1177829099307,35.52682903,32.92256601,325.471466,"Karst",5,5,20.37339413
"1984C159","1984","C159","G29",1,5143,29.1185527328714,35.52684797,32.92252502,323.970856,"Karst",6,6,25.10656657
"1984C160","1984","C160","G30",40,5135,11.2394149345651,35.52680899,32.92247297,321.579132,"Karst",7,7,28.52510166
"1984C163","1984","C163","G30",40,5076,12.6828329484219,35.52675803,32.92234297,316.85202,"Karst",8,8,41.37897512
"1984C168","1984","C168","G30",40,5150,9.96920708237105,35.52687597,32.92225496,315.060242,"Karst",9,9,53.48084622
"1984C173","1984","C173","G31",3,5173,28.6951501154734,35.52691997,32.92219704,314.85849,"Karst",10,10,60.92309637
"1984D194","1984","D194","G25",69,5168,26.8668206312548,35.53400896,32.92012302,241.842361,"Valley",4,2,0
"1984D196","1984","D196","G25",69,5169,26.9630484988453,35.53407996,32.92017801,242.819763,"Valley",5,3,9.027175953
"1984D198","1984","D198","G20",69,5184,27.8290993071594,35.53406596,32.920206,242.244476,"Valley",6,4,10.66290653
"1984D200","1984","D200","G25",69,5152,26.9245573518091,35.534072,32.92028697,243.261902,"Valley",7,5,19.1779513
"1984D201","1984","D201","G25",69,5183,26.4049268668206,35.53413603,32.92029301,243.257568,"Valley",8,6,22.34009587
"1984D202","1984","D202","G20",69,5190,27.8483448806774,35.53412103,32.92031497,243.230591,"Valley",9,7,23.79604912
"1984D208","1984","D208","G25",69,5192,26.3086989992302,35.53416101,32.92039996,243.218796,"Valley",12,10,33.94540954
"1984D215","1984","D215","G32",2,5171,28.1177829099307,35.53422103,32.92051496,243.570129,"Valley",14,12,47.9200516
"1984D217","1984","D217","G32",2,5161,28.0600461893764,35.53425799,32.92057296,243.503815,"Valley",16,14,55.22891501
"1984D219","1984","D219","G20",69,5027,30.2732871439569,35.534245,32.92064999,244.455765,"Valley",17,15,62.67160228
"1984D220","1984","D220","G33",1,5045,29.4649730561971,35.53424701,32.92067296,244.984161,"Valley",18,16,65.13514676
"1984D221","1984","D221","G25",69,5175,26.5011547344111,35.53426897,32.92070498,244.956635,"Valley",19,17,69.1897456
"1984D224","1984","D224","G25",69,5166,26.8860662047729,35.534288,32.92078502,245.486176,"Valley",21,19,78.17048424
"1984D225","1984","D225","G19",42,5189,28.4449576597383,35.53429797,32.92079802,245.590042,"Valley",22,20,79.84649602
"1984D227","1984","D227","G34",1,4976,29.6766743648961,35.534303,32.92083398,245.311157,"Valley",24,22,83.77755529
"1984D228","1984","D228","G25",69,5178,26.7513471901463,35.53430401,32.92085602,245.30719,"Valley",25,23,86.12925571
"1984D231","1984","D231","G19",42,5180,28.5219399538106,35.534245,32.92098602,245.365845,"Valley",27,25,98.5682147
"1984_Zavitan","1984","Zavitan","G35",13,4924,6.08160123171671,NA,NA,NA,NA,NA,NA,NA
"1988A10","1988","A10","G36",3,4711,34.2571208622017,35.53275302,32.91814104,268.042328,"Upper_N_facing_slope",3,3,9.743091887
"1988A11","1988","A11","G36",3,5056,29.0030792917629,35.53273399,32.91816199,268.065002,"Upper_N_facing_slope",4,4,12.52272407
"1988A12","1988","A12","G37",1,5051,29.0415704387991,35.53271396,32.91821899,266.433624,"Upper_N_facing_slope",5,5,19.12449405
"1988A13","1988","A13","G36",3,5022,29.2917628945343,35.53273198,32.91825796,265.523254,"Upper_N_facing_slope",6,6,22.85752165
"1988A14","1988","A14","G38",1,5063,29.9076212471132,35.53271396,32.918278,265.569275,"Upper_N_facing_slope",7,7,25.41363709
"1988A17","1988","A17","G10",6,4900,13.5488837567359,35.53270499,32.91835402,263.782684,"Middle_N_facing_slope",1,8,33.84184968
"1988A19","1988","A19","G39",1,4863,33.8144726712856,35.53269602,32.918436,260.843018,"Middle_N_facing_slope",3,10,42.9519425
"1988A20","1988","A20","G40",1,5013,34.3341031562741,35.53268999,32.918466,259.64389,"Middle_N_facing_slope",4,11,46.33803537
"1988A21","1988","A21","G41",1,4428,37.7405696689761,35.53267004,32.91850003,258.097534,"Middle_N_facing_slope",5,12,50.41905323
"1988A22","1988","A22","G42",4,4916,31.562740569669,35.53269401,32.91852702,257.155792,"Middle_N_facing_slope",6,13,52.96810293
"1988A24","1988","A24","G20",69,4919,31.139337952271,35.53267004,32.91863297,257.108826,"Middle_N_facing_slope",7,14,64.96827285
"1988A25","1988","A25","G42",4,5080,28.6566589684373,35.53264498,32.918666,254.142395,"Middle_N_facing_slope",8,15,68.99574503
"1988A28","1988","A28","G20",69,4902,31.4857582755966,35.53262897,32.91880396,251.986435,"Middle_N_facing_slope",9,16,84.37550509
"1988A29","1988","A29","G43",11,4944,13.4911470361817,35.53264598,32.91880698,251.988098,"Middle_N_facing_slope",10,17,84.45300019
"1988A31","1988","A31","G42",4,4898,31.562740569669,35.53263903,32.918883,248.03595,"Middle_N_facing_slope",11,18,92.91899245
"1988A32","1988","A32","G44",1,5137,29.23402617398,35.53260801,32.918912,249.35939,"Narrow_valley",1,19,96.56048328
"1988A35","1988","A35","G45",4,4940,14.5881447267129,35.53260902,32.91905802,247.484879,"Narrow_valley",2,20,112.6029006
"1988A39","1988","A39","G46",5,4779,33.7952270977675,35.53263098,32.91917201,247.65683,"Narrow_valley",3,21,124.9255569
"1988A41","1988","A41","G17",37,5181,27.4826789838337,35.532563,32.91930302,248.250107,"Narrow_valley",4,22,140.2114468
"1988A46","1988","A46","G30",40,4959,13.2794457274827,35.532563,32.91944199,250.390121,"S_facing_slope",1,23,155.5322094
"1988A47","1988","A47","G47",1,4829,37.3941493456505,35.53258496,32.91946102,251.364975,"S_facing_slope",2,24,157.3791609
"1988A48","1988","A48","G48",11,5165,28.1562740569669,35.53257499,32.91947996,251.441467,"S_facing_slope",3,25,159.5835229
"1988A49","1988","A49","G49",1,5087,29.1570438799076,35.53257599,32.91949698,251.399948,"S_facing_slope",4,26,161.4532001
"1988A51","1988","A51","G13",80,4883,31.1200923787529,35.53257901,32.91956697,252.559357,"S_facing_slope",5,27,169.1595275
"1988A52","1988","A52","G50",5,5027,29.8883756735951,35.53255202,32.91959798,254.900055,"S_facing_slope",6,28,172.8855998
"1988A54","1988","A54","G11",47,4803,32.409545804465,35.53256099,32.919659,258.291748,"S_facing_slope",7,29,179.5292409
"1988A56","1988","A56","G11",47,5011,29.445727482679,35.532563,32.91969999,258.071533,"S_facing_slope",8,30,184.0416945
"1988A57","1988","A57","G51",1,4946,30.6389530408006,35.532548,32.91974299,259.146393,"S_facing_slope",9,31,188.9565785
"1988A59","1988","A59","G16",11,5102,11.3741339491917,35.53248899,32.919788,261.776764,"S_facing_slope",10,32,194.6331964
"1988A63","1988","A63","G52",7,4860,14.8768283294842,35.53246502,32.91999302,273.239288,"S_facing_slope",11,33,217.5463136
"1988A72","1988","A72","G53",2,4928,31.5434949961509,35.53235304,32.92035202,276.924683,"Plateau",1,34,258.6095279
"1988A74","1988","A74","G53",2,5085,29.445727482679,35.53235698,32.92043801,276.619934,"Plateau",2,35,268.0154878
"1988A76","1988","A76","G54",1,4778,34.3533487297922,35.53239,32.92050297,275.794098,"Plateau",3,36,274.7406323
"1988A77","1988","A77","G11",47,4994,29.6766743648961,35.53237902,32.92051798,276.078278,"Plateau",4,37,276.5345644
"1988A8","1988","A8","G55",1,5079,36.7205542725173,35.53278202,32.91805697,269.774475,"Upper_N_facing_slope",1,1,0
"1988A81","1988","A81","G50",5,4945,31.2933025404157,35.53236804,32.92061202,278.216553,"Plateau",5,38,287.0455399
"1988A82","1988","A82","G46",5,5045,29.8498845265589,35.53233602,32.92064404,278.223785,"Plateau",6,39,290.9913213
"1988A9","1988","A9","G18",7,4578,36.5088529638183,35.53276199,32.91811103,269.161438,"Upper_N_facing_slope",2,2,6.302295017
"1988B101","1988","B101","G56",1,4941,13.9145496535797,35.53214097,32.92024598,281.308899,"Plateau",13,7,42.04077058
"1988B102","1988","B102","G57",1,4661,26.7513471901463,35.53215296,32.92024297,279.60907,"Plateau",14,8,43.20968977
"1988B106","1988","B106","G58",1,4940,31.9091608929946,35.53234398,32.920235,275.900726,"Plateau",16,10,60.62118352
"1988B108","1988","B108","G59",1,4750,37.1632024634334,35.532375,32.92024104,275.937103,"E_facing_slope",1,11,63.28978681
"1988B111","1988","B111","G60",1,4513,38.0677444187837,35.53252202,32.92022704,272.351959,"E_facing_slope",2,12,77.05138523
"1988B112","1988","B112","G17",37,5086,28.8876058506544,35.532605,32.920235,270.564178,"E_facing_slope",3,13,84.50766614
"1988B113","1988","B113","G61",1,4997,30.4657428791378,35.532634,32.92019301,270.641907,"E_facing_slope",4,14,88.07546755
"1988B114","1988","B114","G62",1,4435,38.2794457274827,35.532663,32.92019896,269.6588745,"E_facing_slope",5,15,90.58498773
"1988B115","1988","B115","G17",37,4942,30.7351809083911,35.53271798,32.92019201,268.675842,"E_facing_slope",6,16,95.77279261
"1988B116","1988","B116","G23",4,5111,29.3494996150885,35.53275101,32.920176,267.304169,"E_facing_slope",7,17,99.16099323
"1988B117","1988","B117","G22",39,4990,30.8314087759815,35.53279401,32.920177,266.126526,"E_facing_slope",8,18,103.0684816
"1988B119","1988","B119","G22",39,5002,30.3502694380293,35.53286098,32.92016904,264.822601,"E_facing_slope",9,19,109.3767725
"1988B120","1988","B120","G63",5,5170,27.7713625866051,35.53291404,32.92015797,262.803284,"E_facing_slope",10,20,114.481326
"1988B121","1988","B121","G20",69,5046,29.4842186297152,35.53295201,32.92013903,262.479462,"E_facing_slope",11,21,118.3889583
"1988B122","1988","B122","G22",39,4771,33.5450346420323,35.53298101,32.92015596,262.122498,"E_facing_slope",12,22,120.6607196
"1988B124","1988","B124","G19",42,5148,29.1377983063895,35.53303398,32.92014297,259.856659,"E_facing_slope",13,23,125.7973099
"1988B128","1988","B128","G19",42,4262,41.2432640492687,35.53318896,32.92012403,257.400238,"E_facing_slope",14,24,140.4135023
"1988B130","1988","B130","G19",42,4857,33.044649730562,35.53325602,32.92015102,256.764618,"E_facing_slope",15,25,146.0493203
"1988B132","1988","B132","G64",3,4938,30.4464973056197,35.53338904,32.92012897,254.017395,"E_facing_slope",17,27,158.7137421
"1988B133","1988","B133","G20",69,5193,27.5981524249423,35.53341603,32.92016703,253.85701,"E_facing_slope",18,28,160.5653385
"1988B134","1988","B134","G19",42,5062,30.0423402617398,35.53351896,32.920119,250.165558,"E_facing_slope",19,29,170.8727487
"1988B135","1988","B135","G19",42,5070,30.0230946882217,35.53360404,32.92014297,247.934708,"E_facing_slope",20,30,178.3354013
"1988B138","1988","B138","G19",42,5041,30.3502694380293,35.53373496,32.92011498,245.832642,"Valley",1,31,190.8880499
"1988B142","1988","B142","G25",69,5020,28.5796766743649,35.53396798,32.92008396,243.159332,"Valley",2,32,212.9334932
"1988B92","1988","B92","G20",69,4884,31.7936874518861,35.531714,32.92036501,284.026337,"Plateau",7,1,0
"1988B94","1988","B94","G20",69,4956,30.5234795996921,35.53183503,32.92026903,285.296722,"Plateau",8,2,15.55842003
"1988B95","1988","B95","G20",69,4975,30.3887605850654,35.53186102,32.92027398,281.82074,"Plateau",9,3,17.07117212
"1988B96","1988","B96","G20",69,4786,33.0254041570439,35.53194702,32.92028898,281.281891,"Plateau",10,4,23.36150678
"1988B97","1988","B97","G17",37,5034,29.3687451886066,35.53196898,32.92027599,280.743042,"Plateau",11,5,25.80511078
"1988B99","1988","B99","G48",11,5115,28.9645881447267,35.53201298,32.92027297,281.490112,"Plateau",12,6,29.75757098
"1988C151","1988","C151","G28",28,4616,35.0076982294072,35.52669601,32.92271102,327.199402,"Karst",1,1,0
"1988C156","1988","C156","G28",28,5137,28.0215550423403,35.52678603,32.92261999,327.437164,"Karst",3,3,13.16974166
"1988C157","1988","C157","G28",28,4282,40.1462663587375,35.52680396,32.92259996,326.035675,"Karst",4,4,15.95607903
"1988C158","1988","C158","G28",28,5054,29.2147806004619,35.52682903,32.92256601,325.471466,"Karst",5,5,20.37339413
"1988C159","1988","C159","G30",40,4966,12.9907621247113,35.52684797,32.92252502,323.970856,"Karst",6,6,25.10656657
"1988C160","1988","C160","G30",40,5063,11.431870669746,35.52680899,32.92247297,321.579132,"Karst",7,7,28.52510166
"1988C163","1988","C163","G30",40,4859,14.8768283294842,35.52675803,32.92234297,316.85202,"Karst",8,8,41.37897512
"1988C168","1988","C168","G30",40,4896,14.2609699769053,35.52687597,32.92225496,315.060242,"Karst",9,9,53.48084622
"1988C173","1988","C173","G31",3,5054,29.9653579676674,35.52691997,32.92219704,314.85849,"Karst",10,10,60.92309637
"1988D194","1988","D194","G65",12,4920,32.1401077752117,35.53400896,32.92012302,241.842361,"Valley",4,2,0
"1988D196","1988","D196","G66",2,4716,34.8537336412625,35.53407996,32.92017801,242.819763,"Valley",5,3,9.027175953
"1988D198","1988","D198","G20",69,5073,28.9838337182448,35.53406596,32.920206,242.244476,"Valley",6,4,10.66290653
"1988D200","1988","D200","G25",69,4575,34.738260200154,35.534072,32.92028697,243.261902,"Valley",7,5,19.1779513
"1988D201","1988","D201","G25",69,4977,29.1762894534257,35.53413603,32.92029301,243.257568,"Valley",8,6,22.34009587
"1988D202","1988","D202","G20",69,4798,33.0254041570439,35.53412103,32.92031497,243.230591,"Valley",9,7,23.79604912
"1988D208","1988","D208","G25",69,4971,29.3879907621247,35.53416101,32.92039996,243.218796,"Valley",12,10,33.94540954
"1988D212","1988","D212","G19",42,4889,32.5442648190916,35.534159,32.92046802,243.769745,"Valley",13,11,40.88439535
"1988D215","1988","D215","G67",5,4983,31.2163202463433,35.53422103,32.92051496,243.570129,"Valley",14,12,47.9200516
"1988D217","1988","D217","G19",42,5099,29.7921478060046,35.53425799,32.92057296,243.503815,"Valley",16,14,55.22891501
"1988D219","1988","D219","G68",1,4515,36.431870669746,35.534245,32.92064999,244.455765,"Valley",17,15,62.67160228
"1988D220","1988","D220","G69",4,4665,34.1608929946112,35.53424701,32.92067296,244.984161,"Valley",18,16,65.13514676
"1988D221","1988","D221","G25",69,4754,32.3518090839107,35.53426897,32.92070498,244.956635,"Valley",19,17,69.1897456
"1988D223","1988","D223","G25",69,4712,33.2948421862972,35.53426696,32.92073901,245.493805,"Valley",20,18,72.68634985
"1988D224","1988","D224","G25",69,4848,31.2740569668976,35.534288,32.92078502,245.486176,"Valley",21,19,78.17048424
"1988D227","1988","D227","G70",1,5191,26.5973826020015,35.534303,32.92083398,245.311157,"Valley",24,22,83.77755529
"1988D228","1988","D228","G20",69,5034,30.2155504234026,35.53430401,32.92085602,245.30719,"Valley",25,23,86.12925571
"1988_Zavitan","1988","Zavitan","G35",13,4985,4.8306389530408,NA,NA,NA,NA,NA,NA,NA
"1992A10","1992","A10","G1",30,5015,29.445727482679,35.53275302,32.91814104,268.042328,"Upper_N_facing_slope",3,3,9.743091887
"1992A11","1992","A11","G1",30,4563,35.7197844495766,35.53273399,32.91816199,268.065002,"Upper_N_facing_slope",4,4,12.52272407
"1992A12","1992","A12","G1",30,4691,33.6027713625866,35.53271396,32.91821899,266.433624,"Upper_N_facing_slope",5,5,19.12449405
"1992A13","1992","A13","G4",12,4452,38.8375673595073,35.53273198,32.91825796,265.523254,"Upper_N_facing_slope",6,6,22.85752165
"1992A17","1992","A17","G10",6,4297,24.0569668976135,35.53270499,32.91835402,263.782684,"Middle_N_facing_slope",1,8,33.84184968
"1992A18","1992","A18","G3",58,4976,30.5427251732102,35.53268597,32.91838302,262.996338,"Middle_N_facing_slope",2,9,37.38903713
"1992A19","1992","A19","G3",58,4630,34.8537336412625,35.53269602,32.918436,260.843018,"Middle_N_facing_slope",3,10,42.9519425
"1992A20","1992","A20","G3",58,4741,33.891454965358,35.53268999,32.918466,259.64389,"Middle_N_facing_slope",4,11,46.33803537
"1992A21","1992","A21","G3",58,5138,28.3102386451116,35.53267004,32.91850003,258.097534,"Middle_N_facing_slope",5,12,50.41905323
"1992A22","1992","A22","G3",58,5138,28.6759045419554,35.53269401,32.91852702,257.155792,"Middle_N_facing_slope",6,13,52.96810293
"1992A24","1992","A24","G7",2,4412,38.8375673595073,35.53267004,32.91863297,257.108826,"Middle_N_facing_slope",7,14,64.96827285
"1992A25","1992","A25","G8",10,4946,32.3325635103926,35.53264498,32.918666,254.142395,"Middle_N_facing_slope",8,15,68.99574503
"1992A28","1992","A28","G1",30,4165,40.7236335642802,35.53262897,32.91880396,251.986435,"Middle_N_facing_slope",9,16,84.37550509
"1992A29","1992","A29","G3",58,4932,31.2548113933795,35.53264598,32.91880698,251.988098,"Middle_N_facing_slope",10,17,84.45300019
"1992A31","1992","A31","G71",2,5128,29.5996920708237,35.53263903,32.918883,248.03595,"Middle_N_facing_slope",11,18,92.91899245
"1992A32","1992","A32","G3",58,4597,35.7582755966128,35.53260801,32.918912,249.35939,"Narrow_valley",1,19,96.56048328
"1992A35","1992","A35","G10",6,5103,10.0076982294072,35.53260902,32.91905802,247.484879,"Narrow_valley",2,20,112.6029006
"1992A39","1992","A39","G11",47,5122,28.0023094688222,35.53263098,32.91917201,247.65683,"Narrow_valley",3,21,124.9255569
"1992A41","1992","A41","G72",1,4497,38.0292532717475,35.532563,32.91930302,248.250107,"Narrow_valley",4,22,140.2114468
"1992A46","1992","A46","G13",80,4594,35.2771362586605,35.532563,32.91944199,250.390121,"S_facing_slope",1,23,155.5322094
"1992A47","1992","A47","G13",80,5186,27.0400307929176,35.53258496,32.91946102,251.364975,"S_facing_slope",2,24,157.3791609
"1992A48","1992","A48","G13",80,5007,29.4072363356428,35.53257499,32.91947996,251.441467,"S_facing_slope",3,25,159.5835229
"1992A49","1992","A49","G11",47,4471,37.086220169361,35.53257599,32.91949698,251.399948,"S_facing_slope",4,26,161.4532001
"1992A51","1992","A51","G73",1,4435,40.0692840646651,35.53257901,32.91956697,252.559357,"S_facing_slope",5,27,169.1595275
"1992A52","1992","A52","G11",47,5003,29.4842186297152,35.53255202,32.91959798,254.900055,"S_facing_slope",6,28,172.8855998
"1992A54","1992","A54","G14",2,4328,40.0307929176289,35.53256099,32.919659,258.291748,"S_facing_slope",7,29,179.5292409
"1992A56","1992","A56","G74",1,4475,40.7043879907621,35.532563,32.91969999,258.071533,"S_facing_slope",8,30,184.0416945
"1992A57","1992","A57","G13",80,5192,26.9438029253272,35.532548,32.91974299,259.146393,"S_facing_slope",9,31,188.9565785
"1992A59","1992","A59","G16",11,5058,12.1632024634334,35.53248899,32.919788,261.776764,"S_facing_slope",10,32,194.6331964
"1992A63","1992","A63","G52",7,4230,25.5388760585065,35.53246502,32.91999302,273.239288,"S_facing_slope",11,33,217.5463136
